"","his_data_2015.his_all_comments.textOriginal"
"938","+Matty Bizzle yup."
"939","+Lee N Kill myself because I'm calling out the idiots who think this was some fabricated event?"
"940","kill yourself, please!"
"941","+David VanMeter no one cares"
"942","+iamdebster fuck are you stupid."
"943","Laeko Show me one tear. I'll wait."
"944","+LaekoStormz you're the only idiot"
"945","+LaekoStormz Shouldn't you?? my comments are old. I'm not the 1 trolling everyone here. Don't you have something better to do than watch 2 year old videos about ""mass shooting$"". Look at the comments, look at all the other research done. You rejects are the minority. seriously why are you searching these videos??? I hope this is your job otherwise you just weird as fuck"
"946","+puppetstr1ngs Shouldn't you be somewhere else having a life? This is a conversation for reasonable people, not sadistic trolls like you.﻿"
"947","+LaekoStormz having fun trolling?? You're a little late to the party. This is common knowledge to people with brains this was nothing but a hoax"
"948","Just remember the two world wars"
"949","+Tjm Miller ouch"
"950","Yeah it was a drill, people were acting in a strange similar behavior."
"951","+The Black Sheep Child Killer"
"952","That's why I don't watch Cnn anymore"
"953","+not putting my name here People who deny actual tragedies to entertain their own fantasies are the scum of the earth."
"954","+LWOPP He's got no chance of getting anywhere near a vagina."
"955","+Steve Key ouch"
"956","+Steve Key You need to learn to count Pedophile.  If your child molesting ass was more intelligent, you would know that the movie theater shooting was in July, and the school shooting was in December.  You people need to get your story straight."
"957","Multiple parents of victims are suing the gun manufacturer and the store that sold them to his mother..also suing the mothers estate for negligence in having dangerous weapons around a clearly troubled child"
"958","+Adam Lanza Liar.  If you did, that would have been your first statement.  You failed out of the gate."
"959","Hi"
"960","+FakeTithers  Fake? cool story"
"961","+Awakened89 actually the US has 9 standard time zones, 4 in the contiguous US varying by the hour, not 3 hours "
"962","+Jon Shaw I can. I have 13 years as a paramedic in the past,  and have seen every type of MCI you can think of. 
This clown act they staged is insulting to the First Responder Community and was obviously  scripted by people who were not cops, firefighters or paramedics. 
The government will not let the company that provided the port potties to speak to anyone about this drill. Red Flag right there "
"963","+Roger Clemons no it's not. I've watched every video on sandy hook and can't say anything is proven beyond doubt, so you can't either"
"964","+Jon Shaw it was a hoax, it is proven beyond all doubt. "
"965","Ugh! We should also have tanks and rocket launchers too right? Nothing stopping a criminal from getting those right? How about laser guns that turn you into unidentifiable ash? Criminals will carry them when there invented! Maybe a better solution is to stop making instruments of death?"
"966","+savagedragon79 lmao this must be your job....you joined youtube 2 days before the ""shooting"" and have zero activity."
"967","+savagedragon79 like I give a fuck what some stupid asshole thinks. Why are yoy here??? You like watching sandy hook videos??So,what? You stupid and fucking creepy??WHY ARE YOU PEOPLE COMING HERE 2 YEARS LATER STILL??? I really hope this is your guys jobs. If you believe this story after looking at everything then just go fuck off."
"968","+puppetstr1ngs your a terrible human being..im probably giving you too much respect even calling you human"
"969","+savagedragon79 wtf are you talking about?? Connecticut doesn't exsist? So you're creepy as fuck plus stupid as fuck??"
"970","+puppetstr1ngs show me proof Connecticut exists...i read on a native American website it wasn't even called Connecticut. .you cant believe the mainstream media or maps!!! Do some research or its like there pulling you by your puppet strings"
"971","+puppetstr1ngs Dumbass"
"972","Dumbass"
"973","These comments prove just how limitlessly stupid Americans are. Completely, utterly braindead. Dangerous conspiracy nuts, gun-toting retards, denying a tragic shooting out of a bizarre fear that they'll lose their tools of war."
"974","NBC Get Real Enough BS"
"975","Liars and Traitors!  Hoax Hoax Staged!"
"976","Sandy Hook.
Putting The S In Staged & The C In Capstone Exercise Since 2012.

Not Sure Exactly When, But All You Assholes Involved Will Be Heading To Prison Over This Farce.

#stopthepsyops"
"977","complete bs don't believe this lie do your own research"
"978","bullshit fear mongering! Sandy Hook Hoax!  Cant stand the lying bitch ass fake crying teacher crisis actors!"
"979","THREE YEARS  LATER THE LIES KEEP COMING.........."
"980","I realize NBC is told by the government what to report, but come on!! How can they live with themselves reporting this garbage? Sandy Hook was a dam drill. Have you ever seen an actual event where the cops were just casually walking around like they are on a Sunday walk?"
"981","*Stop the HOAXES* *Stop the PSYOPS* *Stop the FALSE FLAGS*"
"982","Three years later, and they still bring out the ""conga-line"" photo.
Presstitutes!"
"983","This hoax has got to stop!!! Not One More Hoax!!! **Stop the HOAXES** **Stop the PSYOPS** **Stop the FALSE FLAGS**"
"984","Hey sheeple! Why was Sandy Hoax NOT listed in the FBI report of murders in CT for 2012? Hmmmm?"
"985","Sandy Hook HOAX!"
"986","Nobody died, nobody got hurt."
"987","Get rid of the music."
"988","*theuy just won't stop pushing the these lies on the people, nothing but BS propaganda to deceive the American people*"
"989","I don't see how people think this was fake smh, it was real, but I do believe that the media and anti-gun rights groups turned it into a propaganda tool and exploited and twisted the facts to push their agenda! but it wasn't fake as some of you say and deny it."
"990","PUBLIC NOTICE 

reminder of FEAR PORN 

wake Up America , more PAID CORRUPTED CORPORATION propoganda 

GAME OVER Nazi SSS 

semper fidelis 
daniel john de Luca 

ps. last move before your destruction GCR"
"991","False Flag"
"992","yes, please"
"993","+Doug Prishpreed I kind of like the hoaxes!  I have spent hours entertaining myself with some of the most creative YT videos I have ever seen.  Of course Sandy Hook is the best and has the most material to work with but the Boston Bombing is a close second.  And there is some really good stuff coming out about the San Bernardino fiasco."
"994","you are correct"
"995","+Jordon Rains What evidence that it's a hoax? There is no evidence of a hoax, only paranoid conspiracy bullshit. And if you seriously believe it's a hoax, check yourself into a mental hospital. Then again, all of America is like one big mental hospital..."
"996","+idontknowanymore 
:D"
"997","+EABOY2600 enlighten us of this newfound evidence that leads you to conclude that the ""shooting"" was real..."
"998","+Joseph Lucius Nah dude. They're all alive. Look up Sandy Hook kids alive at the super bowl. The photos of the kids were old pictures. The kids at the super bowl were the ones in the pictures. Just much older. Whoever told them that was full of it."
"999","+The Black Sheep I'm not sure about the death part let me explain why. I worked with this lady for 10 plus years and she had a very close friend that lived there who told her that one of the lady's close relative had a kid that died. It kinda set me back because I like you was 100% sure it was a hoax until I heard that story.  Now I'm leaning to a satanic ritual sacrifice.  There is a masonic lodge just  through the woods where the guy the police chased into the woods I believe went too. Sum it up its total BS one way or another."
"1000","This dude has no clue what really  goes on in the real world !!    Living  in his wonderful utopia   would be awesome . ........to bad we live in the REAL WORLD  where bad people do bad things!!!  But keep trying ! Gives us something  to laugh  at!!"
"1001","God did not kill these children, and even if having God in our public schools would not make it any safer. What should had been done was to have high end security, like most place of businesses and military bases."
"1002","I pray for the kid at Sandy Hook everyday"
"1003","Those porta potties were always there from the start. There was no check in sign anywhere on that Friday. The potties were moved across the street either late Friday or Saturday."
"1004","pres. barack obama is going to do something about gun control without congress bless him"
"1005","GUNS... enough said"
"1006","These type of hyped up mass shootings that are about self-serving punks that do these things simply to make a name for themselves at the cost of other people's lives NEED TO BE REMOVED AND PREVENTED FROM BEING ALLOWED on YouTube and other social media in an attempt to not glamorize these perverted atrocities for other unstable loonies to copycat these acts. Within the number of such copycat shootings we see in the news today -YouTube have some common sense and moral values and prevent such garbage from being allowed."
"1007","THE BIGGEST PROBLEM WITH THE CHRISTIANS..........THEY DONT BOTHER TO READ OR UNDERSTAND THEIR OWN SO CALLED HOLY BOOK. OR MAYBE THEY REFUSE TO ACCEPT THE MISTAKES MENTION IN THE BIBLE. How can God do not know anything about His own Creation. The bible says the moon gives out its own light. Whereas the Quran corrected the bible by saying the moon has a 'borrowed' light 1400 yrs ago. I wonder which book is from a revelation from God."
"1008","My apology to all my christian friends if I were to offend anybody. In U.S there were few cases happened where THOUSANDS of innocent ppl are killed. Lets take for instance, the Jim Jones  massacre where thousands of innocent childrens and ppl died of drinking cyanide. I blame the bible for being exploited by authors who call themselves Paul, Mark, Mathew and Luke. The bible says that true Christians can speak in foreign tongues and they will not be harm by poison or deadly snakes. When put to the test............every christians have a painful death. I wonder if God Al Mighty is capable of lying in the bible and taking the lives of innocents ppl by a thousands. Logic tells us christianity is a man made religion. Christianity is not mention in the bible."
"1009","America is always  busy fighting a war which they called terrorism. But the acrual terrorists existed from within their own citizens. They killed the innocents in armed robberies, kidnapping anddrug abuse. The best part is ......it has many pcychopath ppl on killing spree gunning down innocent childrens in schools,  brutal killings of the innocents in cinema and in public places too. The stastic shows that armed robberies happened every 5 minutes in all parts of USA. What a filthy country with full of terrorists."
"1010","where's the honorable mentions at? xD"
"1011","top 10 massacres in history"
"1012","On the one that says Nidal Malik Hasan it says in the picture he said 'ALLAHU AKBAR' during the attack. WTF that just means 'God is great' and unless it is bad to think that God is great why would you put it up there?
and also who's apparent belief is 'radical islam' for God's sake it is just Islam and it actually is sunnah for men to have beards. They should really think about the stuff going on this YouTube channel before it actually is released. 
Sometimes I wonder  about these people."
"1013","[🔶] (JasonOrtago) Guns should be banned in U.S.!😡"
"1014","I'm more than sick from these mass shootings. As a gun owner, I never let anybody gain access to my two guns. If I knew of a gun owner who desired to kill other than in self defence, I'd report him. 

We will keep our arms for hunting, legal self defence, and for hobby but we are in no ways supportive of criminals at all!"
"1015","Ok so people keep saying guns are bad and should be banned. I have to politely disagree, what about the people that use guns for safety? Ever here about the woman who saved herself and her kid with a gun? Plus banning guns is impossible. There are dealers who could still have access to guns and trying to get rid of them is useless. I'm not saying that guns should be free to  everyone, but I am saying it's impossible to get guns completely banned."
"1016","My best friends cousin was in the arora"
"1017","This proves that 3 name persons are more likely to kill."
"1018","sooo guns? yeah  no."
"1019","I'm so glad I live in a country where not every idiot carries a gun."
"1020","The fact that a list like this was made shows the biggest problem in this country with these shootings people and the media TURN THESE SICK FUCKS INTO CELEBRITIES. some people have learned though Sheriff John Hanlin refused to release the body count and the shooter's name and requested that the media would do the same after the Umpqua college shooting."
"1021","what's up with the peaceful acoustic guitar strumming?"
"1022","dude what the fuck"
"1023","made in usa..!"
"1024","Number #1  shoud be Virginia Tech massacre. He killed much more people"
"1025","Starving children in Africa could've eaten those people"
"1026","Costaconcordea"
"1027","It's ironic that this was uploaded only about ten days before Sandy Hook in Connecticut"
"1028","I remember watch some games of RPG and I found one of the Columbine High School Massacre. It's about killing everybody before the police catch you. Tell me, how sick you must be for doing a video game about that horrible event?"
"1029","Update this list.  Sandy Hook and Isla Vista oughta be noted nowadays."
"1030","wow colorado on twice...... I live in colorado"
"1031","You racists whites got the nerve to talk shit about black people. Smh"
"1032","Sad how outdated this video is now"
"1033","I went to the tower in the collge in the capital of Texas on a spring break vacation"
"1034","The fact that you can have a ""top ten"" video about mass shootings in the USA, means YOU NEED LESS GUNS"
"1035","i kind of see where people are coming from with gun control, but idk i feat if we did that wed be giving the government way too much power."
"1036","this is next to peppa pig"
"1037","Wow a Top 10 List about shootings? None of them fucking top eachother, they're all fucking devastating to the parents. Dislike."
"1038","We are destined to repeat our past even if we acknowledge it, that's how evolution is rigged."
"1039","I remember the D.C sniper shootings like they were yesterday."
"1040","There's been a anthor shooting y'all"
"1041","very nice usa lol"
"1042","i cant help but laugh at this"
"1043","This is why Im afraid to go to movies"
"1044","Eric n Dylan #1"
"1045","OK everybody just shut the fuck up and eat shit"
"1046","Heheheheh infamous...heheheh cole macgrath heheheh"
"1047","Lady tried to sue cuz the mcnuggets caused her husbands psychosis hahahah"
"1048","looks like  ISUS"
"1049","That's truly inspiring Manson saying he'll listen to what they had to say and that's what no one did. Shows someone who's music and character is deemed inappropriate has soft spot"
"1050","Last time i seen so many guns was in the 3rd world , but USA tops them even , have bad day just start shooting ,"
"1051","R.I.P. to the victims in San Bernardino."
"1052","North American mass shootings are as common as group sex. It says two things about your gun culture, either you fail to accept access to fire arms is a prevalent problem, or you accept it is the norm because it is enshrined in an outdated constitution. Don't you think the clause: 'The right to bear arms is an archaic law?'
I'm Australian, I think North Americans are fine people, but it is beyond the norm to hear violent mass shootings almost weekly on international news. It is both horrific, distressing and very sad. Do something about your abnormal gun culture, please!"
"1053","my whole school was in lockdown while the San Bernardino shooting happened, and our teacher wouldn't tell us what happened, it was scary"
"1054","How often do we have to redo this list? Monthly?"
"1055","San Bernardino, CA, here we go again . . .     What is wrong with peoples minds?   What do they think is accomplished in these acts other than ruining some innocent peoples lives?   No one remembers the shooters, it doesn't accomplish anything."
"1056","I live in Montgomery county and now I'm scared"
"1057","What the fuck is it about Ft. Hood that's makes people go bat shit crazy?!"
"1058","Who's watching in 2015? #noogastrong"
"1059","Ban weapons. Its mostly because of US-laws."
"1060","How about when I went 56 and 2 on cod"
"1061","Here's an idea, ban guns in America or is that to complicated for the inbred yanks."
"1062","I don't listen to Marilyn Manson but I'm pretty sure his songs can't load a gun itself and shoot"
"1063","Number 9 was done by a YouTuber"
"1064","Not that I am violent or anything, but given how much ammunition they had, wouldn't most of these shooters be capable of killing hundreds? Just look at Columbine. They have a bunch of explosives and a dozen 10-round magazines, or something like that. That's enough to take down everyone in the cafeteria. So what happens? They injure 20 and kill 15. So underwhelming.
And again, no hard feelings to the victims' families, but realize that things could have gotten A LOT worse."
"1065","YouTube adverts cause mass shootings."
"1066","Top 10 Mass Shootings on Popular TV shows"
"1067","this was 7 days before sandy hook"
"1068","i live in tucson"
"1069","This is all because of influence of satanic music industry in our lives. This subconciously stimulates human behavior and thinking. Songs with Violent and Inappropriate lyrics should be banned everywhere."
"1070","The beltway snippet attacks.......they were called the D.C. snipper.....I live in Maryland 1hour away from D.C. I remember them.....I never wanted to get in a car and go near the beltway when they were active"
"1071","I hate everything sent me here"
"1072","I went to columbine highschool poor Rachel"
"1073","Video games ain't got nothing to do with it I play violent games all the time and I never attacked anyone I think if I ever went crazy I'll grab a crowbar and smash everything in sight"
"1074","ana            kkkk   oii"
"1075","A gunshop in america:
-Hi, i'm looking for a semi-auto gun.
-We have plenty of semi-auto guns. What do you want the gun for?
-I'm going to kill 50 students on a school
-Then you'll need this machine gun, 200$
-Here you go (Hands over 1000$). Don't tell the cops it was me
1 day later
Fox News:
62 students dead at school
#GunsShouldNotBeForSale"
"1076","Black people. Mohammed names. Big noses..."
"1077","Was his name James?"
"1078","Was his name James?"
"1079","+Johnny Trash its gone way beyond being able too do something..its inevitable that sooner or later,everyone in the us is going too have too be armed....then the shit will proper hit the fan"
"1080","+Aaron Crisp and scary"
"1081","Damn, must have been rough there"
"1082","+Isaac McAuley *almost"
"1083","+Josiah Reyes just look at the UK, the last school shooting their was in Dunblane in 1996. Over 20 years ago. People back in the 17th Century in the UK all carried guns but then we changed because of how much pain it inflicted."
"1084","+Josiah Reyes They contribute to a vast majority of homicides in the United States. YES, THEY ARE A PROBLEM."
"1085","People need to look at mental health more closely. Guns aren't the problem and they aren't the only way to hurt many people."
"1086","+Roel Allart I think it's mostly mentally ill people that should not have them. They are most of the time the shooters in the situation. You can't just take the guns away from everyone because of a few crazy people. I don't think you ban them but maybe mentally ill people (I hate to say that but there was just a mass shooting in San Bernardino and the shooters turned out to be Jihadists) should have a lot more restriction"
"1087","+nikeducks24 I understand your arguments. I am from Holland so raised in a very different culture. In Holland people are allowed to have weapons if they have the right papers. There was one mass shooting in Holland by an 18 year old licensed guy who killed 9 people. I think you create a society that I wouldn´t wanne live in. Most murders here is by maffia with illegal weapons. How many children are killed every year in the USA by guns? In Holland that never happens!  So, enough reason to ban them."
"1088","+Roel Allart A girl who usually carried a Glock in her purse was going to college in a gun free zone and she was not able to carry it with her. She was going to go to her car and a man came up behind her and took her to his car and raped her. Later on the same man murdered a woman and he was caught. The girl that was raped said if she was able to carry a gun with her that the other girl would still be alive. Also Chicago, one of the worst crime zone in the US, also one of the most gun free zones in the US. There are still ways to get guns from the black market, and when everyone is disarmed they won't be able to defend themselves from the people who bought the guns off the black market. One more thing Hitler took the guns, Stalin took the guns, Mao took the guns, the British tried to take them away from the American colonies to control the people more from the revolution rising. So no banning weapons will not work."
"1089","I live in Killeen and have never heard of the Luby's shooting. Probably because the Luby's isn't there anymore, but I don't know."
"1090","WHAT THIS SHOWS IS THAT MASS SHOOTING HAVE BEEN GOING ON FOR A LONG TIME. I BELIEVE WEAPONS OF WAR ARE TOO BLAME WITH WEAKER CHECKS AND LOOPS. I BELIEVE IN THE RIGHT TO BEAR ARMS FOR SELF DEFENSE AND EVEN FOR HUNTING AS APPROPRIATE. I DO NOT BELIEVE SELF DEFENSE WEAPONS SHOULD, BE AR-15=M16, AK-47, GRANADES, AMONG OTHERS THAT ARE CAPABLE OF DOING MASS SHOOTINGS.  PEOPLE IN CROWDS OR EVEN WHEN A FEW ARE AROUND OR EVEN ONE ARE NOT AS AFRAID TO ATTACK SEMI 9MM AS A WAR MACHINE GUN EG AR-15, FULLY AUTO SMALL WEAPONS, GRENADES, ETC.  LETS PROTECT OURSELVES AND PROTECT OTHERS! SEND ME IDEAS I WANT TO LISTEN."
"1091","If u look at polling on gun control after the last 5 mass shooting events gun control favorability increases 5% so by my math there'd have to be 20 school shootings with no less than 25 dead in a year to move public opinion to 80% support for gun control laws. Makes me wonder how people would react to elderly being massacred or a maternity ward full of dead newborns mothers and families."
"1092","America = Massacre, get American people to war zone. America safe."
"1093","I will never forget the beltway shootings. Scariest part of my childhood is knowing that they drove past my school and killed someone in a shell gas station down the road"
"1094","You must be pretty damn stupid to be inspired by violent video games to go on a killing spree."
"1095","the Virgin killer??? where it at doe"
"1096","if its marylins faults then why isnt it the guns fault ?"
"1097","No Newton?"
"1098","iam happy so"
"1099","iam happy so"
"1100","iam happy so"
"1101","IT'S SO SAD!!(("
"1102","Rumors spread that the Dark Knight Movie Massacre was a reenactment of the bank scene at the beginning of the movie with Joker"
"1103","Why is this a top 10 really ?"
"1104","lol u guys..."
"1105","Why isn't Elliot Rodger on this list?"
"1106","On number 4, I remember my older brother and sister talking about the shooting."
"1107","i am about fucking tired of people saying that video games make people violent"
"1108","ahlie!!!!"
"1109","My sisters were in the dark night rises shooting 😭"
"1110","Honestly, I wish they would completely ban guns, just so shit like this would happen just as, if not more often. Then dumb fucks will see that more gun laws aren't gonna do jack shit to people that wanna go on a killing spree."
"1111","woah woah woah I live in Colorado and that high school I've been too!"
"1112","I don't feel safe in colorado"
"1113","Is there an actual video of the columbine shooting? The one they showed in this video ppl say is a fake. I stumbled upon another columbine video and I was told again that it was fake. Is there an actual video?"
"1114","Nothing is wrong with America, it's the people on the planet who  is destroying it.."
"1115","Our country has become an embarrassment among the civilized countries. I'm all for the right to bear arms, but seriously something needs to be done to limit who can get what firearms...."
"1116","God dam chicken mc nuggets"
"1117","if you want to stop shooting stop making these fuckers famous put armed guards on campus....lots of them and train them 2, and for fuck sakes help people with mental illnesses don't just wait until they do this shit"
"1118","when will u idiots learn. change your fuckin gun laws and dont spin that shit that guns dont kill people but people kill people, bunch of dumb arses !"
"1119","Oh boy I can't wait to be in the next one!"
"1120","this is terrible"
"1121","At 0:47, is that a clone of Hilary Clinton? lol"
"1122","The shooter in #9 was a Youtuber"
"1123","No honorable mentions?"
"1124","This list should be updated every other month, the sad fact is that these shootings are happening all the bloody time!"
"1125","Did this need a top 10 list? Watchmojo: ""We're running out of ideas for our top 10s, lets start rating tragedies for more views!"""
"1126","Why does crazy shit happen on my birthday"
"1127","All we gotta do is raise the price of bullets 20-50 dollars per bullet"
"1128","Well if the violent shooting continues then nobody will live to see the year 2047"
"1129","''...and even marilyn manson'' AHAHAHAHAHAHAH poor guy"
"1130","That dum 'merican bitch that tryed to sue the McDonald's made me face palm so hard."
"1131","it takes a finger to pull the trigger.  Disarm all of the law abiding citizens.  good idea!   I'm glad all criminals and nuts will turn in their guns... secret service , bodyguards, police will have to give up theirs too.."
"1132","Da fuck. Top 10 really?..."
"1133","America is the mass shooting capital in the world!and the most violent country in the world!"
"1134","So when can we expect the top 10 school/mass shooting of just 2015? Fucking what has the world come to"
"1135","wow..

now we have our top 10 killings.

hoorayyyyy!!!!"
"1136","You know more people die form hammers and drowning in swimming pools than firearms and nobody's trying to take those away and more than half of the people killed by firearms is because of gang violence"
"1137","There's a lot of different type of people living in America; kind harmless healthy family oriented or single people, single or family agenda people, neutral people, troubled people and violent people. All of these people have access to gun, depending who holds that gun could have devastating out come. I believe shooting in America school, mall and other public places full of responsible adult and children are just the beginning, eventually we will have at least one shooting per day and eventually 2 to 3 per day, as we witness more and more of these type of shooting are happening. There is something very wrong with our governing system, which is the mentality of majority of America, which at the very core is the believe of American. The only safe way would be for our children and adult to study from the private home through the internet."
"1138","Everybody seem to be their enemies now .
Shot to return back Dignity."
"1139","1:58 WPRI 12 I live in Rhode Island"
"1140","We're learning about these shootings in English class... This is just horrible.. My school had shooting threats all the time I'm nervous to go everyday"
"1141","Look how many shootings has happened since this video was uploaded."
"1142","This stuff is scary"
"1143","Actually, the tumor found in Whitman's brain was determined to have been in an area that would *not* affect his personality/moods/mental status in general."
"1144","there was a movie about number 8 it was called sniper i wonder why?"
"1145","violent video games? VIOLENT F*CKING VIDEO GAMES?! FOR THE LOVE OF FUCK, STOP IT. STOP IT!!! ITS NOT VIOLENT VIDEO GAMES!!!!!!!!!!!!!!!1"
"1146","You guys need gun control ASAP"
"1147","The chipper, cold way these stories are retold is disturbing to me. The people that put this video together concern me."
"1148","How is this possible? The Sandy Hook shooting was on 12-14-12 and this was posted on 12-05-12. How? It says ""In the light of the sandy hook shooting"" but the shooting hadn't happened yet..."
"1149","Elliot Rodger shoulda been here. And Jared Lee Loughner has a YouTube channel."
"1150","You want to make a violent armed criminals and mass shooters happy?
Pass more stupid anti gun laws that only works on victims and law abiding citizens."
"1151","TREASONOUS MONGOLIAN FREEMASONS TO DESTROY AMERICA FOR CHINA...
Trouble is, the second amendment to the United States Constitution seems to present a thorn in their collective sides.  So, they want to undermine it, in order to destroy the Blacks and Whites.  
You have heard of Manchurian candidates and MK Ultra?  Well, how about Freemasonry creating some to undertake mass shootings, to encourage the wider public to reject the amendment?  It would be particularly convenient if the shooters died and never gave any information.  
When the American people identify the enemy within, oppressive Satanic agents-for-China, they may act against the crime with arms - despite the Samson option.  
https://hellenandchaos.blogspot.co.uk/2009/11/know-thy-enemy-terran-dragonian-cronian.html"
"1152","Wow look at when this video came out if they waited 9 more days before releasing the video I guarantee you #1 would be different."
"1153","Yes people kill people....with guns!   That's why they were invented.  Why make it so easy for any nut to get one?   These mass shootings are often commit by people with no criminal record.   In my country there are no guns and guess what?   No mass shootings!"
"1154","Heres what Mass murder Bush did: https://www.revealnews.org/article/3-lawsuits-attempt-to-hold-gun-makers-sellers-liable-for-shootings/"
"1155","Today there was a mass shooting at a college in Oregon"
"1156","It's not a joke I was shot in the arm in a shooting in my school"
"1157","""Motive"" for a mass shooting? Is there such a thing"
"1158","USA is the crazy"
"1159","Can anyone tell me what the theme is to this video? I just wanna know what theme it is."
"1160","Its amazing I remember Columbine. Id had a distant cousin killed in a shooting while in a prayer group. Its amazing lately a shooting happens they ask was it ISLAM related?! Not all shootings are islam, the person could just be nuts."
"1161","I don't see the point in ppl posting these vidgees cuz thdy ain't no sense in those mother truckers to do that shits"
"1162","*They should revise the constitution in the USA and make killing people legal*"
"1163","What about the Jokela high school massacre by Elliot Roger???????????"
"1164","crazy Mexicans"
"1165","You know the US is fucked when you can make a top 10 like this"
"1166","fuck you eric harris and dylan klebold it was no surprise you were #1 you are scum and you deserved worse than death"
"1167","was that footage at 5:45 legit footage?"
"1168","The ONLY GOOD WAY to stop an evil man with a gun , IS A GOOD GUY WITH A GUN. We have gun control, every mass murderer broke MANY laws, they still did it. IF A GOOD GUY WITH A GUN WAS THERE, HE WOULD HAVE KILLED THE MASS SHOOTER AND IT ALL BE OVER. VERY VERY SIMPLE MY FRIEND. Say you are being robbed and raped, do you want the police to get there 30 minutes later after your dead or raped almost to death, or some good guy with a gun near by to kill your rapist and robber? HMMMM???"
"1169","Number nine was a YouTuber."
"1170","Just saying, gun control=defenseless against these people guns=defense against these people."
"1171","How stupid can a person be to think the chicken nuggets from mcdonalds turns someone into a killer smh"
"1172","2 of the biggest shotting were in colorado how sad RIP...-Columbine and -auror dark knight shooting...."
"1173","What's up with the calm guitar rifs??"
"1174","so am I the only one that thinks Sandy hook should have been on this list?"
"1175","This is so scary"
"1176","You should do a top 10 tv shooting episodes. Like Grey's, Desperate Housewives ect."
"1177","Sandy Hook has been proven to be a hoax. it was all fake. nobody died. you are all kooks for believing the BS the government tells you. Drooling tinfoil-hat wearing MSM junkies. Here, have some more flouride."
"1178","number 9 was a youtuber"
"1179","I hope we can all agree that there is evil with in every shade."
"1180","So sad, anyone hear about sandy hook? That's my school"
"1181","what the fuck was that"
"1182","There are so many shootings in America, they had to make a separate video for it 😂😂😂"
"1183","MM had a good point and that's a big issue with a lot of these kids being bullied nowadays. I'm a bully victim myself"
"1184","For the Columbine Shooting, video games and movies didn't give them ideas to do this although bullying was the main reason they did this. They made home videos before the event took place, even saying ""Well, we gotta burn our stuff. Every single one of them. Books, video games, movies, everything. Cause when we do this and we don't make it out, people will start to think we got our ideas from these things. People are just stupid like that."""
"1185","This video is just an accomplice for mass shootings :( ty"
"1186","Sure, Columbine was a terrible massacare, but Virginia Tech left 32 people dead. Columbine left 13 dead."
"1187","The only argument anyone has against gun control is this: ""Fuck off. I like guns."" It's not the best argument but it's all you've got."
"1188","Number 1 should of been Los Santo massacre 100 Deaths 0I injured 1 respawn"
"1189","+Richard Schuster 
Just cause I want to 360 no scope people doesnt mean that COD made me do it."
"1190","Because you are a video game addict I bet, poor thing"
"1191","+Richard Schuster  Me too"
"1192","Very true"
"1193","+Mx Bx  Kind of like how many people in this country either do or don't have driver's licenses, have NO business being on the road, and still drive every damn day."
"1194","I'm sure some do. But plenty of people who have no business owning firearms purchase them legally. Not only people who do this, but people who are just irresponsible and careless."
"1195","Things are done. Most people that pull shit like this get them illegally."
"1196","Maybe once we've all killed each other some more we'll just shake on it.  lol"
"1197","+jay bee they don't enforce their gun laws ? do you have an idea what the cops do to criminals they sentence them with no trials torture them in jail and execute them if they feel like it ! you proved my point by saying every second  person has one the laws don't stop anyone criminals get what they want ! if Brazil bring in drugs why would they not bring guns too ? prohibition has never been successful in the united States have we not learned that yet"
"1198","u are using brazil as an example, hahahaha they are a fukin banana republic if they were really serious about anything let em start by controlling the drugs that are going thru that country, half their murders are probably drug related. yes u cant own a gun in brazil but every second fuckker there has one because the govt does not enforce their piss arse laws and they can easily be bought, talk to me about countries that have good govt ok, then we are on the same channel, now US has good govt well i hope they do but they need to kick arse out of the gun lobbyist piss them off, but they cant or wont because theres a shit load of money that the gun lobbyist have so really they too are being bought off. so no one is really serious about gun laws are they at least in those countries and i take it u love ur guns correct?  so people like u will make up any bullshit to hang on to their guns. take a good long look at urself  u know u really love ur gun dont u, i rest my case."
"1199","+jay bee i live in Canada what exactly is happening to my country? i won't get off your case it's people like you that are the reason i have to put up with ridicules laws ! you know you can't own a gun in brazil yet they have 30-40 thousand gun murders every year. yetb you still think gun control works ! "
"1200","+Ivan wright Oh I don't mind saving up for one but thanks I'll keep those in mind"
"1201","+helmedon 
Link: https://en.wikipedia.org/wiki/Gun_control_after_the_Sandy_Hook_Elementary_School_shooting

Link: http://www.bloomberg.com/news/articles/2014-01-31/connecticut-gun-law-passed-after-sandy-hook-ruled-legal

Link: https://www.nraila.org/articles/20130517/maryland-governor-signs-sweeping-gun-control-bill-into-law"
"1202","+11B30Inf How? We don't have anti-gun laws. We have no proposed laws that would disarm the public or make it illegal for a law abiding citizen or victim to own a gun. Please cite the proposed legislation that would do this."
"1203","+OldMrMegaDrive I should've left a reference.  Try this:
http://criticality.co/barack-obama-manchurian-candidate/"
"1204","+Danny Diet 
You don't get out much from your aging parents basement do you conspiracy boy?"
"1205","+Anthony199717 08 Noo fucking way dude are you for reals?Holy Shit Dude i thought it was like 10 school shootings or somethin' like that"
"1206","It's a hoax"
"1207","hella crazy shooting"
"1208","+Jake Carbonara it wouldnt have made the list..."
"1209","Don't be so over dramatic women"
"1210","+anja ytrfytgfgj your right and columbine inspired most of these shootings anyways"
