"","his_data_2013.his_all_comments.textOriginal"
"2808","Americas stupid ass gun policy..."
"2809","indeed! i see the point of need a gun back in the times, when you HAD to protect your land from ones, who wanted it, when the new lands were handed out/conquered, but now the current modern situation just makes the intense quantity of guns a negative factor..."
"2810","Chicken Nuggets? Are u serious? "
"2811","I think Vtech was the worst"
"2812","And..............9 days before sandy hook. What r the odds"
"2813","martial arts will not help you in a gun fight, buddy lol. I live in Chicago, we have the highest murder rate in the country and it's been drastically increasing too. We have strict gun laws here, and the stricter they've gotten the more crime has INCREASED. Don't tell me about my own country. The strict gun laws might work in Europe, but they won't work here (hell, they don't work here). "
"2814","LOL. Maybe some actually prefer to live in poverty by self-imposing it on themselves like the ancient Greco-Roman Cynics. You conspiracy theorists say the darnest things!"
"2815","I'm surprised the Westroads Mall shooting in Omaha didn't make this list."
"2816","There's a high score list for Co-op, Flight Sim (WTC), and traditional FPS, Bomberman, etc on Encyclopedia Dramatica.
"
"2817","chicken nuggets are bad for you"
"2818","Number three took place in Killeen, TX which is where i am currently living and is right outside of Fort Hood, which is the biggest military post in the world. Fort Hood is also the place number seven happened."
"2819","Tyranny of the few dipshit, the amount of power the feds hold over the communities and the nation is what makes poverty, unemployment, violence, etc, just some bullshit statistic for some privileged jackass to look over before assuring his approval rating is high enough to keep his cushy salary. Lets gag the federation with its silver spoons. "
"2820","well said.  America was built on guns, we needed them for so many reasons but now we simply don't.  Our country is saturated with guns meant to kill people (not game) and it's disgusting.  It's equally as sad to see the GOP being run by the NRA.  "
"2821","For info on why this happens! Google - Fight for Columbine"
"2822","U.S.A is full of psychopaths"
"2823","crazy that sandy hook was fed to the public & a majority of them are it up as fact. lol"
"2824","I hate how people would blame Manson for that so dumb."
"2825","Indeed, i think the Czech Republic has the most reasonable gunlaws, you CAN get a license to gun, BUT you have to go through really tough tests (physical, mental, and ability) to get it. By the way, when the american's ""right to have a gun"" was made, back in the days, they would NEVER imagined, that once there will be weapons that can fire a whole magazine in a second...and they are wondering why are they rates of crime high. "
"2826","Thank you for that awesome comment! ='D
I feel pretty safe here in germany^^"
"2827","Tuscon Shooting is hardly an example of a mass murder, and the Beltway Sniper was not a mass murder by definition. They killed over a period of time, making it spree killings."
"2828","I was spossed to be born April 20 2001 the same day as the coloumbine massacre took place in 1999 so I could have the birthday of that horrible tradgite"
"2829","Get ready for the gun control arguments..."
"2830","unless its a nonlethal shot or you freeze up because you aren't ready to end a life or wait, maybe he gets the drop on you and you die because you are carrying a gun, instead of him knocking you out and stealing your shit which you can replace"
"2831","shit , if i had a gun i wouldn't need to call the goddamn police , id just call the fucking morgue and tell them to come scoop that pile of shit up "
"2832","He's still alive.  His trial is about to start soon"
"2833","Well I'll be: this video came out a few days before Sandy Hook. How's that for timing?"
"2834","What happened to that faggot jihad?"
"2835","In regard to the top 10 shootings, I remember this shootout between a handful of guys and the police in California where they positioned their cars and had their arsenals in their trunks, clearly not intending to make it out alive. Was even using those tactics where they hit one and leave them there as bait. A cop nearly died that way. The cops had to borrow better weaponry from a local gun shop to take them out. Just as bad as Columbine was in my opinion, surprised it wasn't on this list."
"2836","Poop, I've actually known a couple of former Navy SEALS and they typically don't announce themselves. You do realize that claiming to be military when you aren't is a federal offense? Many people take that seriously. Especially those with family who have served."
"2837","I apologize on behalf of my current adopted country for being a little stubborn on this issue...among others."
"2838","I have no words or empathy for all the shooters on this list. Although odds are they were mentally unstable. They deserved to die for what they did."
"2839","Could you elaborate on ""tyranny""? Do you mean tyranny of the masses? Tyranny of the few? Tyranny of the one? "
"2840","the only time i won't flag this for spam because its funny"
"2841","Only in America"
"2842","You have fun with that. I don't know how many times I've heard people say almost the exact same thing."
"2843","*Guerilla"
"2844","What the fuck did you just fucking say about me, you little bitch? I’ll have you know I graduated top of my class in the Navy Seals, and I’ve been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla warfare and I’m the top sniper in the entire US armed forces. You are nothing to me but just another target. I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth, mark my fucking words."
"2845","it was made to protect themselves from tyranny buddy"
"2846","But gun's don't play a part in all of those cases, maybe some - but not all. Also, if your going to have a counter-argument you don't have to be an ass."
"2847","Sad"
"2848","Manson summed up Columbine pretty well at the end."
"2849","Manson summed up Columbine pretty well at the end."
"2850","anyone know the piano song in between each one?"
"2851","The 2nd amendment was made so that Americans could protect themselves from colonial British soldiers."
"2852","I think is simple...you have, in the whole world, pretty much at lest 15% of population that is retarded or insane, close to you, even if you don't realize that right away.
Many are neighbors or co-workers, so the question is just that : do you feel safe having a gun with the next guy having one to.
 In my country there are no crimes committed with guns, because guns are not legal.
I don't remember a someone that killed more that 2 in the last 20 years, except for car accidents."
"2853","Says the armchair commando."
"2854","Like I said, no policeforce in the world can save you from an armed intruder. When seconds matters the police will always be minutes away. 

And I don't see how gunlaws could stop criminals. You see, criminals have the nasty habbit of not giving a crap about laws, it's the citizens who arm themselves for selfdeffence who suffers. 

Perhaps in a idylic society where guns was this brand new thing, but not in todays America where there are hundreds of thousands illegal guns no one can keep track of"
"2855","I know, I live in Sweden. I also happens to know that Switzerland, one of the safest countrys in Europe is also the most gun liberal. Guns doesn't equal problem, it's who have the gun that's the problem. "
"2856","Hmm, where is Canada's list?  England's?  There isn't one?  Odd, I wonder why.  "
"2857","Yeah guns are the problem.  Not our issue with mental health care where clearly psychotic people are turned away thanks to a broken system.  Nope, definitely the guns that are the issue since they go around shooting people everyday.  They are animals, aren't they?  Guns that is."
"2858","So now we're called a ""mexican border town"", nice"
"2859","Most guns used in violent crimes are obtained illegally, so what you just said makes no sense whatsoever."
"2860","Drugs are infinitely easier to illegally import than firearms. I'm not saying that illegally imported firearms do not exist, it's just that they would be far harder to attain when illegal; look at the UK and Australia. Also psychos aren't likely to try extremely hard to get weapons, they just see that they happen to have some or just easily purchase some wen they decide to go ape shit "
"2861","Bullshit right back at you, pal ...the US has guns, Europe has bombs and terrorists ... The  price we pay for our freedoms is that we have to stay vigilant and armed. Has nothing to do with fear. Hope your martial arts skills keep you in one piece the next time some whacko decides to slice and dice you in a public place. Every country has it's share of 'psychos'."
"2862","""If you outlaw guns only outlaws will carry guns."" 
That statement is completely not true. If you make the gun laws stricter, there is no reason why the police could not still carry guns. 
If you make it much harder to obtain a gun, there is no doubt that crimes committed with guns will go down. 
When people say you should change the gun laws in the US, it doesn't necessarily mean that you have to get rid of guns entirely."
"2863","because all these people commiting killings are whites not black  people here not comanting but if they were blacks they would give bad coments what a world without Jesus Christ."
"2864","Kinda funny this video was made only 9 days before sandy hook."
"2865","Hold up... Look at the publish date of this video... The shooting didn't happen until the 14th of December... "
"2866","I swore once, don't tell mummy"
"2867","this this was a pretty bad video, not based on information, just mainly on the topic, may they rest in peace "
"2868","YEA THE CHICKEN NUGGETS IS JUST CRAZY LMAO
"
"2869","sandy hook"
"2870","hunting is a sports that uses guns the girl on 4:25 is wrong"
"2871","why isn't wounded knee on this video?"
"2872","Couldn't agree more Swedsman!"
"2873","What?  They (criminals) most certainly would.  If you think that illegal importation and sale of firearms couldn't (and doesn't already) happen I would have you look to the illegal drug problem in the US.  Billions spent in the last few decades trying to stop drug runners, yet it remains laughably easy to buy your illegal drug of choice whenever and wherever you want.  Any type of firearms ban would only serve to hurt those that already obey the law and are by and large of no threat.       "
"2874","Also I have just remembered the Cambrian shootings, I have little idea how I forgot that, however that is still fewer shootings a year then the USA."
"2875","Look at the UK with its insanely low rate of mass murders and low rates of murder, and gun crime. We had a mass killing on this sort of scale in 1996. We then immediately increased gun laws and have had few problems since. Not only that but a large number of people have little training, personally when I visited the USA I was more worried about someone being hero and stop someone then the original nut trying to kill me himself. Also a knife-man can cover 20 feet before a gun can be drawn. Fact."
"2876","You know for sure that there is something terribly wrong with the system when you can MAKE A TOP TEN  out of mass killings. :o "
"2877","How is columbine worse than V-tech. the death toll doesn't matter or is it the amount of injured people that determines the ranking?"
"2878","Oh!"
"2879","What?
"
"2880","Outlaws would not have access to guns."
"2881","Marylin manson actually has a pretty good point"
"2882","This video was made days before the Newtown shooting. Thats sketchy."
"2883","Violent video games have no connection to violence in real life. Science has confirmed it."
"2884","Bullshit.
Europe has strict weapon laws and their criminal rate is less than in america.
I can understand that you like your rights to have a gun but it's so obvious that too much american can not handle a gun.
Remember, every weapon you carry can be used AGAINST you aswell! A ""psycho"" can easily disarm you and shoot you down. I bet this is faster than to slice you.
Furthermore, if you are so much scared in your own country then just learn some martial arts or self defending."
"2885","Chicken nuggets can control your mind"
"2886","Guns do not lead to violence, violence is the nature of mankind.
The massacres will never stop because the human is the most inhumane animal on this planet."
"2887","9 days after this video the Sandy Hook shooting happened O_o"
"2888","you sick bastards who the hell makes a list like this"
"2889","No. You said ""are supposed to"" not ""originally meant the same thing."""
"2890","only the retarded voted for obama"
"2891","In America anarchy means chaous or disary."
"2892","Also, I believe that these people should not be killed for their actions, I beleive that should be convinced that what they did was wrong and how they hurt everyone, and to let them suffer knowing the fact that they caused all of this."
"2893","People Frickin duck."
"2894","There is no point in this video. It is unnecessary and clearly only angled for views, why would you need to rank things like this?"
"2895","FUCK YOU watch MOJO..its because of ur publicity and labelling of ''TOP 10 MASS SHOOTINGS'' that IDIOTS like TJ lane, and others DO what they're doing...they're LOSERS in sopciety and NEED to fit in somewhere..and because of YOUR FUCKING CHANNEL..they are NOW INFAMOUS for their crimes..THANK YOU so much.... ur count down really helps people.... fuckin idiotic Media journalists with their fuckin Blood thirst for COVERAGE, 

state their NAME, and explain HOW viciously THEY ARE executed AS WELL"
"2896","manson talking sense there to be fair"
"2897","Now, I want an answer directly form WatchMojo... What in the world has anarchy to do with the columbine shouting. You said they used weapons and bombs to cause anarchy! Sooo... That would mean that their shooting lead to the downfall of the U.S government! Something that im quite sure never happend. Don't use the word anarchy if you dont know what it means. Anarchy is not chaos. People calling themselves democrats have caused the biggest massacres through history. So get your facts straight!"
"2898","of course the government has to put their heros on the list.    sick how the media and the government mutually suck each others dicks in unison.   the real tradgedy are the  number of very fucked up people in the military.  there are many more worse incidents"
"2899","Welcome to America, a promised land. "
"2900","lololol chicken nuggets"
"2901","I THINK THE TOP OF THE LIST IS WHEN USA KILLS NATIVE AMERICANS 
"
"2902","i think the most saddest shooting was the sandy hook massacre"
"2903",">mfw samefag 
>mfw you be cravin mcnuggies"
"2904","guns don't kill people people kill people. people find ways around "
"2905","You forgot detroit
"
"2906","bananas"
"2907","5 bucks says you didnt vote for obama and stricct gun laws guys^^^^(first comment
"
"2908","what about the massacare makarov did to that airport in mw2 that should be number 1"
"2909","I was waiting for the kent state shooting"
"2910","thanks, you should see Mexico"
"2911","plenty of black people kill each other every day"
"2912","because 99% of guns never kill anyone you moron"
"2913","and STILL people are allowed to carry firearms.. ""Guns don't kill people, people do"" same is true for banana's, but at least you'd be making it difficult "
"2914","grays bro.."
"2915","i heard about # 8. i watched a crime show about it."
"2916","what about the Port Arthur massacre (Australia) or the Breivik massacre where a camp for young people were trapped on an island where one man had open-fire on them all. 
sick twisted people!!!"
"2917","If you outlaw guns only outlaws will carry guns. The reason you call upon the police in times of crisis is because they are armed, cut out that middle part! A psycho can have you cut down and butchered long before the police arrive, that is if you even have time to make the call. Even the outlaws are scared of guns, statistics shows that cities with lose gunlaws have lower crimerate then those with strict gunlaws. Just look at Chicago, Washington, New York and LA, crimecapitols of the US."
"2918","Those who think strict gunlaws is the solution and that American gunculture is to blame I would like to bring to mind the Norwegian mass-shoting on Utöya. In a country with almost non-exusting gunculture and strict laws this animal Breivik slaughtered 69 youths at a summercamp 1hour drive from the capitol Oslo with a huntingrifle. No laws or restriction can stop these madmen, a shot to the brain however stops them in an instant. "
"2919","You know you've got a problem when its a TV show doing a countdown of top 10 shootings ¬_¬"
"2920","""I didn't WANTED to say foul things about you... but you are clearly retarded."""
"2921","I do not want to sound in insensitive but if America had gun laws like Australia or new Zealand Pretty much all of these could have been prevented... alot of Americans say they need guns to protect themselves but if there where strict gun laws you wouldnt so america has to get there act together realy after all these massacres and they still have guns! "
"2922","The grays or the reptilians? "
"2923","Aliens..."
"2924","I'm sorry, I didn't wanted to say foul things about you... but you are clearly retarded. You are right that they both means being famous but infamous means being famous for some horrible reasons. You're keep saying reality and its starting to get fucking annoying. Let me give you a ""Reality"" example so your brain can understand the difference. For example, HITLER is Famous indeed, but Also INFAMOUS because of mass murdering, war, concentration camps, etc. Seriously don't try to prove me wrong..."
"2925","Jerret Lee's face looks like a child molester. "
"2926","I can't believe I am laughing at this innapropriate comment.
"
"2927","the things you say are said for the most stupidest of reasons, if this was back when the word was first invented you might be right, but its not so shut up and move on"
"2928","Hmm no. Dictionaries change for the most stupid of reasons. Did you not read it properly, I stated that infamous and famous originally meant the same thing."
"2929","1. having an extremely bad reputation 
2. Deserving of or causing an evil reputation; shamefully malign; detestable (Dictionary com)

care to apologize to him?"
"2930","Actually in reality it doesn't. Infamous is supposed to mean exactly the same thing as famous. And famous just means something or someone is very well known regardless of what they did."
"2931","this is kind of a distasteful thing to create but i'll watch for whatever reason"
"2932","Never said you need fluency in English to become a citizen and never said speaking English makes you American cause I clearly said to become an American u must be born in the states or get a citizenship. I'm sorry it seems like you misunderstood its my fault. The type of American I'm talking about is the one that their family has been in this land for many generation.These kind of people have lost their own native language because their family have been here for long time. Not 1st gen ppl."
"2933","The fuck are talking about.Dude don't change the topic.The topic is that American speaks English.Lets stop talking about different countries or where people are from.We both know that to become an American is by being born in the states or get a citizenship right?One of the requirement to get the citizenship is that u must be able to speak English,read,write,and know basic history/gov system of US.U don't just become an American cause you move.Fuck man its just one word ""infamous"" easy word gtfo"
"2934","YEP!"
"2935","Not suddenly,they used to and west side of Germany they do.For example its like Spain but in Barcelona they speak Catalan not just Spanish.Mr Hjalmsrud, There's a big difference between Citizen, Residence, and Illegal Immigrant. Different Tax rate, Rights, Time limit living in US, Vote, etc. To become a US Citizen you need to know  can read, write, speak and understand basic English,basic knowledge of US history and government,present in the US for at least half of the last 5 years. don't reply."
"2936","The psychiatrist was crazy xD"
"2937","they said infamous same thing
"
"2938","So now Germans suddenly speak Dutch? 
And by the way, sir, I would look up the definition of a 'citizen' if I was you. "
"2939","Shit... When I think Germans I'm probably sure they speak Dutch, Japan will be speaking Japanese, France speaks French, Hispanic speaks Spanish, etc. you get my point right?So USA fucking has to be English. Tell me how am I going tangent when you were the one who brought up about how Americans came from Everywhere.Man when I say Americans it fucking means Citizen of US that fucking speaks English not people who just fucking moved here or just received their citizenship.I told u not to reply sir."
"2940","I know but everything in this channel is Top 10.....So they probably did not think about changing it."
"2941","He clearly doesn't understand The Joker's psychology....he doesn't kill people....he drives people to a point of desperation which results in killing themselves!!!!"
"2942","Media hypes up everything"
"2943","Wow...Imbecile."
"2944","Which two are you referring to?"
"2945","9:11
"
"2946","9P:11
"
"2947","You don't seem to get my point smart ass. Are you giving me excuse that we should not read English the right way because we're from different countries? Fuck man its 21st century, native or not Americans are learning English what so ever. By the way if I was talking to an English family, was I supposed to call them English-American? British-American? No, we call them Americans you fucktard. Don't reply cause you know this is going to be an long waste of time argument. Fuck off. - From American."
"2948","infamous = famous because something bad happened. -_- derp"
"2949","There are only 2 shootings that do not have to do with religion or mental illness
"
"2950","Why does everyone use infamous? In reality it's exactly the same as famous, just as flammable and inflammable mean exactly the same."
"2951","PEOPLE! Chill the fuck down! It says ""Top 10 INFAMOUS""!"
"2952","Sandy hooks.."
"2953","Well only in America. "
"2954","u're right. that was a ipad3 in the parcel which i got from Apple-YT questionnaire content last week. Listen, is really easy to register for your ipad3 gift, just give ur email and mobile num. if you wanna try just try now  > bit.ly/10TrJzh?=kqbts"
"2955","You're not finishing the title. It's not 'Top 10', it's 'Top 10 Infamous', meaning worst. "
"2956","This is whats wrong with the society, we make a top ten for something like this. Disgusting!"
"2957","Yea its a ranking system of ""worst tragedies that happened"", once again not as in top ten ""best thing happened in life"". I don't think people are finding this as just insensitive... I think they are ignoring the definitions of word cause they've seen so much videos or such about Top Ten as in Best. It says "" Infamous "" for god sake. Don't be sorry, never said u were an American."
"2958","Columbine FTW"
"2959","Love the unfitting music."
"2960","It's the fact that the title says ""Top Ten"", not the ""Infamous"" part of it. The connotations that come with the phrase ""Top Ten"" make the video seem like a sort of list or ranking system. That's why people are saying that it comes off as insensitive.
And sorry to say it, buddy, but I'm Australian. And according to zoos82's profile, so's he."
"2961","i heard of school shootings but come on at the mcdanolds..im not laughing but come on"
"2962","go fuck ur self u bitch ass pig"
"2963","It says Top 10 ""INFAMOUS"", NOT Top 10 Best. Fucking Americans can't even read their own native language..."
"2964","Oh MY god I fucking love Marilyn Manson :) I'm so very happy they ended the video with one of my all time favorite quotes from him."
"2965","This video was posted a week before those shootings occurred. But yes, that was very bad and unfortunate"
"2966","the fact that there are so many mass shootings that we can compile lists of 'best/worst' is a shocking indictment of our society. "
"2967","Sandy Hook has to be added. Can't stand those 2 punks from the Columbine Shooting. Afterwards, there was a rash of copycat shootings at other schools from kids who thought these boys were cool and that it's ok to shoot people who bully you. They used being bullied as an excuse. It wasn't about being bullied when they targeted a Black kid, called him a nigger and killed him for being Black. If I ever take a trip to Colorado, it'll be to spit on their graves."
"2968","""The Beltway Sniper Attacks"".....who the fuck calls them that?? They were the ""DC Shooters""...."
"2969","Yeah, guns are a right to die for..."
"2970","Thats a completely different scenario. In wars people are excepted to die, not going to school one day"
"2971","The guy's dumb cunt of a wife at #5... what sick human being tries to profit off something like that?"
"2972","HOW DARE PEOPLE TRY TO SAY ""VOLIENT VIDEO GAMES AND MOVIES"" MADE A STUDENT START SHOOTING PEOPLE??? HOW LITTLE DO ADULTS THINK OF KIDS THT A MOVIE THAT KILLED SOME ONE WOULD MAKE US WANNA KILLL SOME ONE? WE - ARE - NOT - STUPID"
"2973","when she said Virginia tech I started crying"
"2974","All the other kids with the pumped kicks...."
"2975","Calm down please your swearing is making me laugh"
"2976","The only ""Top Ten"" about war from this channel that I've seen are all fantasy, sci-fi or from movies. Actually, most of these Top Ten videos are about fictional or inoffensive topics. This one seems like it's treading on thin ice.
Like I said, I don't outright dislike the video. It's all very respectful. But something about the topic shown in this format rubs me the wrong way.
I don't think WatchMojo should've been the one to do this video. It's tone is so different from what they usually do."
"2977","but you dont mind the ones that say (biggest wars)? get the fuck outa here mate..."
"2978","Heared quite a few Muslim names religion is just a problem nothing more."
"2979","strange maralyins Manson is a really sensible person and the stupid Americans don't ban guns from civilians. "
"2980","Yes because Europe never has mass shootings. People like Anders Breivik, Matti Saari, Tim Kretchmer, Robert Steinhauser, Thomas Hamilton, Pekka Erik Auvinen, Derrick Bird, Friederick Liebacher, Ljubisa Bogdanovic, Farda Gadirov, Eric Borel, etc were all Americans. It might happen here more frequently, but Europe has had a ton of these shootings. "
"2981","Have we forgotten the mass killings of native americans by US Soldiers during the 1800's?"
"2982","i agree who in the right mind would make this"
"2983","why do mass shootings? Cause you can become famous and now people are nothing more than points in a ranking system.. God I hate media and society."
"2984","I'm not. It's terrible..."
"2985","#6 sounds like Grand Theft Auto."
"2986","faggot"
"2987","OKAY DAVID JACKSON, PLEASE DO US A FAVOR AND STAY AWAY FROM ALL VIDEO GAMES. Seriously, I really hope you're being sarcastic, if you're not, you need to seek psychiatric help. "
"2988","Marilyn Manson is absolutely right. I'll bow down to him because of that comment. Only ignorant people would blame such a tragedy on pop culture and especially video games. I've played the most violent video games ever and I listen to Marilyn Manson and I have no sudden urge or need whatsoever to kill another human being, not even a fly. God bless all the lives lost, but they truly are in a better place now."
"2989","so many minorities on this list"
"2990","Retarded motherfucker."
"2991","my friend was at the batman movies in Colorado and he was in the front row and he didn't die its like hes batman and the killer is joker"
"2992","stupid idea for a video"
"2993","It's amazing how soon the new town shooting was to when this was posted."
"2994","a magnum for 30 dollars? are you high?"
"2995","This was released right before the Newtown shooting, crazy..."
"2996","Are you serious, look at all the political problems and protests you are having!
If anyone's government is not protecting their people it is the United Kingdom!"
"2997","sad"
"2998","how is this possible? a top 10? what assholes, the only reason people are killing more is because newspapers and newschannels are making it seem like a competition, fuck you! stupid ass generation"
"2999","How can you make a 'top ten' of school shootings? There's nothing top about this"
"3000","Oh look... it's our resident a55hole handing out advice on how a massacre should be carried out. Dude, not only are you an a55hole with an admitted 'social reject' issue, but you're also about one sandwich short of a picnic. Would serve you right if the feds came knocking on your door! What a MORON."
"3001","My ex-fiance had been stationed in Fort Hood shortly after joining the military. He was serving in Iraq when the Fort Hood shooting happened. When I heard about the shooting, I said something no military girlfriend should ever say: ""Thank God he's in Iraq."""
"3002","Why does most of this happen in Texas"
"3003","Calm down, tiger. I'm not thinking of it in terms of ""Top Ten Best Shootings"". I pretty clearly said that. I'm just saying that the words ""Top Ten"", in this context, can come off as insensitive.
English is a funny language; the meanings of words can change completely depending on how they're used. I'm just hypothetically thinking in terms of a grieving parent stumbling onto this video and seeing the shooting that killed their son being rated as ""Number 6""."
"3004","'merca."
"3005","the thing that I really think that is the worst is  Sandy Hook"
"3006","far safer? ok try saying you are any other religion then Islam over there "
"3007","And Americans travel 7000 miles to stabilize far safer Arab  countries ?
"
"3008","thankyou for also realising how stupid that comment was"
"3009","Oh shut the fuck up you weirdo.. top 10 is top 10.. if you look at is in the way of the best 10 then you're just an idiot and clearly that's what you are doing.. this ""top 10"" means the 10 top of the list of how critical they were.. don't make comments like that if they don't make any sense you fool."
"3010","Manson had some deep words at the end."
"3011","0:53 xD"
"3012","stupid people should not be aloud guns.....unless they are American of course hahahah"
"3013","Who the fuck ranks mass shootings in a top 10 list?
Like, ""oh yeah, Columbine was my favourite massacre for sure.""
Putting sad music over top doesn't make it any less horrible.
You guys are awful people."
"3014","heh?"
"3015","It is their mental state of mind, and thought process. Some may be psychopaths, and hate humanity, while others may just have extreme problems. "
"3016","Alot of Muslim names popping up here....just saying not being racist so dont cry at me"
"3017","*mkultra*
"
"3018","princess is a mix between mental disease like schizophrenia or severe depression and psychopathy. in the more notorious case klebold and harris is obvious that the firs was on a depression abyss and harris was a complete psycho. the ""perfect dyad"" for Amok. Then ""bullying"" is an extreme important factor  but not the only one. Im a Mg. in criminology and forensics expecialized in psychopathy, mass murders are interesting phenomenon. kisses from Argentina."
"3019","these masacres are being part of the american culture...i hope that this kind of madness doesnt come to Europe or any other country"
"3020","why do people do this?"
"3021","The videos fine and all but it's rather.. Tasteless."
"3022","not the chicken nuggets"
"3023","What is this world coming to?"
"3024","Arm them all and let Darwin sort it"
"3025","I actually imagine being an angry chubby kid is quite fun but sadly I'm not :( "
"3026","Ok, I support second amendment and all, I like guns, I like collecting them, but here's my question.  The people caught responsible for these mass shootings, just look at them (especially in the courtroom)  They act like mindless zombies without a single change of heart or thought... How could they have acted in this manor their entire lives prior and nobody every witnessed it. I just don't get how someone normal, school, wife maybe, go from being normal to pure evil, mindless and not empathetic"
"3027","Although all of these were bad things, we all know that colombine was at the top, because of that complete bullshit lie about rachels challenge that her parents and a school comitee set up to stop bullying, I hate that complete load of bullshit."
"3028","It easier to kill 20 people with an automatic rifle than a spoon though."
"3029","hello Blomeboy, what give you the idea i am upset. "
"3030","i live next to san ysidro"
"3031","Guns guns guns"
"3032","I agree with it. Guns never kill people, people can only kill people"
"3033","There is no ""most infomous"" shootings. THERE ALL FUCKING TERRIBLE!"
"3034","Guns don't kill pleaple pleaple kill pleaple"
"3035","And yet still very little gun control..."
"3036","fuck all these people"
"3037","This video seems like a bad idea. I don't dislike the video per se, but ranking things like this just seems... off. Insensitive. It's carried out in a very respectful way and all, but this is definitely the wrong format to do it. Maybe even just a title change. The words ""Top Ten"" cheapens the whole thing.
Now, I haven't been affected by something like this, but I'm sure that a someone who was affected by these shootings wouldn't want their life-changing tragedy to be rated from one to ten."
"3038","you are correct about the date clown boy but they still should not include that hoax. look into it dumbass follower"
"3039","Virginia Tech happened on my eighth birthday."
"3040","damn 4:24 he missed one DX"
"3041","the i don't like Mondays killings"
"3042","Actually English is not my first language.  How can you claim I don't know English when your's is shit?

Child? Just gtfo.  Rich cunts like you are a joke to this world, this world isn't sweet, I've seen people murder just to be able to afford their next meal.

You're a fucking idiot."
"3043","""boom! her chest explodes.."""
"3044","I agree, but you're just an attention seeking whore. So no like for you!"
"3045","Hey do the world a favour! Instead of having a big massacre THEN killing yourself try and kill yourself first"
"3046","America Is The Most Violent Country In The World...Hit Like If You Agree With Me!"
"3047","""I wouldn't say a single word to them but I would listened to what they have to say and that's what no one did."" -Marilyn Manson. Legit!"
"3048","In case English isn't your first language, I was referring to the fucking dismal argument made by parents and government officials saying that violent gun video games is the cause as to why teens and childrens have the urge to copy video game characters and kill people.

Your comment proves that 1. you're going full retard, and 2. you havent even read or watched the video to even comprehend the arguments made and yet you're here spewing random nonsense.

GTFO child."
"3049","Marilyn Manson is always right on the ball with his comments."
"3050","Mental retardation?
People have been killing eachother for thousands of years.  People having the urge to murder isn't just some new disorder dumbfuck."
"3051","Let the Americans kill each other, then the rest of the world wont have to put up with their shit"
"3052","Also having a top ten of mass murders is just a tad messed up"
"3053","These events are a sobering reminder that the US has the worst possible laws restricting gun use"
"3054"," 10 days befor sandy hook shooting"
"3055","yeah most of these shooting happen because of mental disorder, social difficulty, bullying and pauvrety"
"3056","The texas Tower- "" he has a pwerful sniper riffle"" . Nope he only had a old shitty carcano, it is the marine corps that showed him how to be a killer."
"3057","Oh America, you crazy"
"3058","i was being sarcastic lol its fucking dumb to blaim video games if the kid says he trained himself or whatever to kill irl trogh games he already did have something fucked in his head "
"3059","the biggest reason that there are so many deaths by gun shootings is because of the 2nd amendment and the ease of which to obtain weaponry. if civilians having guns with out a truly legitimate reason and self defense is not a reason, that is just part of the problem, by reson, i mean if you are a cop, have a farm, hunt game for a livng etc etc and can prove this, then you should only be able to have one with huge restrictions, it's a weapon of war, not peace. Deaths will decrease "
"3060","ok thanks
"
"3061","those who think that games make people violent need a history lesson what about ww2 or the revolution pearl harbour holocaust lots of those weren't from games they were from peoples stupidity"
"3062","look at the date this was uploaded"
"3063","Oh no big shooting what caused it? I know! Lets blame it on videogames because we have nothing else!"
"3064","try looking up sandy hook"
"3065","hahaha"
"3066","glad sandy hook hoax was not included"
"3067","I think Marilyn Manson's ending line with ""I wouldn't have said a single word to them, I would have listened to what they had to say and nobody's done that yet."" You may love him or you hate him but he knows what he's talking about, he's an intelligent guy. I respect everyone effected by the shootings in these videos."
"3068","Partialy. But I think more importantly, they have to make sure to minimize the bullying and keep the ""tough kids"" in check.
Not everyone got bullied in school and have to go through that bloodlust you know? In Japan, people who got bullied choose to commit suicide instead, because they have very strict gun controling law. Without gun, the bullied can't kill the bully, so they killed themself instead."
"3069","I had similar Bloodlust in my early High School career, by the time I graduated most of the people on my ""hit-list"" Had dropped out/got knocked up or made peace with me. I think it varies from person to person, but it's definitely normal to be going thru the last bit of puberty with a lil homicidal rage. Perhaps its the school AND the communities responsibility to make sure these antsy youngin's don't go apeshit with a firearm."
"3070","No, but I almost killed prople whom I considered delinquents and bullies in my school."
"3071","Why blame video games? Really? Your dumb."
"3072","what the fuck?! you casually almost massacred a bunch of innocents?"
"3073","yep blaime the video games great its not like they had a fucked up mind before stupid fucking assholes its even funny how stupid some are xD"
"3074","#10 was the best/most funny"
"3075","To strengthen your point, playing video games has been proven to be more successful than therapy in cases of bullying"
"3076","Call of Duty recommended to me from this... Wow people, blame video games much?"
"3077","that women should of been shot"
"3078","i wonder what was going through their mind when they commited their crimes?"
"3079","If you're going to blame something for school shootouts, blame bullying. Trust me, I almost done it. It had nothingto do with video games. As the matter of fact, video games play a part of helping me to not do something like school massacre."
"3080","I""M SO FUCKING JUMPING OVER YOU AND EAT THE FUCKING MUSHROOM!!! AND I WANT TO FUCKING THROW THE POTS AND SLASH THE BUSH FOR A LIVING!!!"
"3081","oh god... that grammar"
