"","his_data_2017.his_all_comments.textOriginal"
"3657","Nice ""land of the free"" shit you got there America. ;)"
"3658","im from indonesia and i've never had any of these kinds of drills and stuff so im like ""man,if this happened in my school i'd be scared af"""
"3659","3:50 when the teacher comes in"
"3660","If that happened to me I would have gotten my scissors and I have raced to that shooter I don't care if I get in trouble i would go right to the eye or throat  and I would save the day for once"
"3661","3:51 women thinking they can run the world again but in reality couldn't do shit"
"3662","almost got a ticket man that woman has some real priorities"
"3663","At my school we don't do that..."
"3664","in my school we dont hide we stand stay quiet and do work or chill but we never fight someone with a gun"
"3665","p u m p e d u p k i c k s"
"3666","Being given as many options are always best.  

Run, Hide, Fight.  Not just in schools but even at other places like malls and any ""soft targets"" aka criminal protection zones aka ""gun-free zones""."
"3667","Another way to prevent shootings.... no guns"
"3668","Sometimes a lockdown is kinda cost just almost cuddling in the dark. I held hands with my crus in a lockdown"
"3669","my school NEVER tells us if it's a drill or not. They just say to lockdown but never say anything else"
"3670","at my school when you shut the doors they automatically lock. and there's usually always paper covering up the windows on the doors."
"3671","Within 6:14 I would have kicked his bloody nose off"
"3672","my classes are usually in the 2nd floor the window is an easy exit the fall is like 4ft cushioned by bushes."
"3673","USA is fcked XDD"
"3674","One time in 7th grade my school had a lock down during last period. We expected it to be a drill all until shadows passed by our windows and footsteps were heard. I started to panic a little, but I started crying once my teacher and some boys were barricading the door with tables and chairs. 


Turns out,



There was no threat.







It was actually just a stupid construction worker who didn't sign into the school and had to use the bathroom."
"3675","If all of them do a drill the shooter will know were they are"
"3676","I always wanted to wait by the door and jump on them like the teachers did.So of we ever have a shooter drill are real I'll play pumped up kicks and then wait by the door and Rasengan his ass with my fist"
"3677","all the other kids and the pumped up kicks you better run better run, outrun my gun."
"3678","There was supposedly an active shooter in my school, I barricaded the door and broke off a chair leg to use as a weapon. I got everyone into a corner and told them to keep quiet. Let's just say that I'm respected now."
"3679","These drills just help thise who plan on a shooting. And causes horror and trauma for no real threat."
"3680","3:51 whoops! wrong person!"
"3681","the longest lockdown i had was a hour and it was real but a shooter wanst in the school thank goodness"
"3682","my middle school goes up to the doors and slammes on the doors and yell"
"3683","All school shooters are white...."
"3684","This makes me want to be a teacher.
Fighting those shooters and.
Fucking em' up."
"3685","The longest drill I've ever had was probably two hours"
"3686","I don't think the whole class in one corner trying to hide isn't going to help"
"3687","If someone would try to attack my friends/loved ones, (I'm kinda the She-Devil when it comes to this) I would go Hulk."
"3688","Fuck that I'm running out the building"
"3689","one time my school had a lockdown and i was in the bathroom and was about to wash my hands and i thought it was a real drill so i hid in the bathroom stall with my feet on top of the toilet seat and held my breath and i was crying so much"
"3690","I'm 7years old and I have lock down drills sometimes now I'm watching this I HATE lock down drills if a shooter goes in  I'm throwing a chair at him  and stomp on his face"
"3691","well you know how fire drills work well one kid pulled the drill during gym and I kid you not people were jumping over people running and screaming no matter how many times we did drills kids were still stepped on and yes I was trampled over"
"3692","Fuck hiding. If a kid was shooting at my school I'm grabbing a pair of scissors and fighting. If Ima die Ima die in a fight"
"3693","if There was a shooting I would go fucking sonic speed out to my home.."
"3694","holy shit he almost got a ticket, Jesus Christ"
"3695","I would be the one dumbass that's late and pop the shit out of him"
"3696","my class is a partable right by the gate if this happen ill hop the fince"
"3697","i live in canada and the only lockdown i've been through are because of a moose and deer."
"3698","Just a prank bro"
"3699","Is it bad that I prepare for these by wearing mostly black almost everyday?"
"3700","You know the guy ain't fighting back at all more like resisting"
"3701","Shit like this makes me wanna bring a knife to school but I don't wanna get in trouble lmao"
"3702","These white boys are crazy, shooting up schools for absolutely no reason other than being unstable."
"3703","Favorite part: 
When the teachers threw the tennis balls"
"3704","I live in georgia and there was bomb threats on my school district,there was 3 evacuations(1 per day) because of it,the people that threatened them either got in jail or years of proportion  (or whatever it's called idk),thankfully my school didn't got evacuated."
"3705","How about instead of teaching kids what to do during a School Shooting, we teach kids about how bad violence is?"
"3706","my friend was in that damn drill. fuck those techers."
"3707","At 1:52 the school was from the Methuen Public Schools district. The Donald P. Timony School"
"3708","In my opinion kids shouldn't have to ""get used to it """
"3709","I'd hide under a box like Naked Snake"
"3710","LOLLI MIN i was looking for this comment😂"
"3711","Nope...i did too lol"
"3712","lol"
"3713","It's a good thing guns are banned in the UK, then :)"
"3714","Awesome gamer that's what you get for invading U.S"
"3715","James William Steven Parker it's land of free regarding gun laws."
"3716","kek"
"3717","OH FUCK GET DOWN HE HAS A HAMMER!"
"3718","Ha ha lol"
"3719","SepticEthanMarkiTyler UMM LOL U MADE MY DAY"
"3720","SepticEthanMarkiTyler HE WILL DROP A SHIT BOMB GET DOWN"
"3721","😨😨😨😨😨😨😨😨😨😨😨😨😨😨😨😨😨😨😨 
This is going to give me nightmares"
"3722","All the other kids
with the
pumped up kicks
better run
better run
faster than 
my bullet"
"3723","I love how when the ""shooter"" walked in he was pelted by dozens of tennis balls lmao"
"3724","i had a 2 hour lockdown because a gas station across the street from my school had gotten robbed at gun point and ran across my school yards"
"3725","If I ever shot up my school, I would play pumped kicks."
"3726","Whats it for? 
""for safety or something"" 
Great fucking drill if they dont even know what its for!"
"3727","I would've been terrified"
"3728","jk"
"3729","soon"
"3730","you know what's retarded, hiding under a desk for protection, I mean, doesn't that make you an easy target? Look at the columbine shooting, most victims where hiding under library tables. Why not just barricade the door? Who the fuck came up with that idea in the first place? 








Probably the same people that though hiding under you desk at school will save you from a Soviet nuclear strike. God bless USA"
"3731","imagine if two people just happened to go on a shooting spree in a school one day and they both didn't know each other. if one guy shoots the other guy is he a hero"
"3732","At my school all were told to do is turn off the lights sit in a corner and close the door, how's that gonna help?
Shooter: Oh it's 11am on a Tuesday, the parking lots full, but the door is closed. Guess it's empty."
"3733","Lucky, I would KILL for a school shooter at mine."
"3734","Just kick his nuts and disarm that bitch"
"3735","uhm won't future shooters learn these drills??"
"3736","What's The point of hiding in a corner it would just give a real shooter a bunch of free targets to shoot it?"
"3737","When I was in 3rd Grade, I had a lockdown that was apparently real. They said it was a drill, but they probably just said that to comfort kids that young. But we hid under our tables for more than half an hour. One of my classmates said they saw figures walking down the stairs that didn't look like staff. It creeped me out, but at least it wasn't dangerous.

The middle schoolers (my school is an elementary/middle school) found out the story of the lockdown. Basically, a parent left their baby in the building somehow. And they came back to look for him. But, the staff thought she was an intruder, so they locked down the school for half an hour."
"3738","teachers learn drop seoi nage"
"3739","All we get told is to throw chairs, scissors and pencils and hope we don't die:)"
"3740","Well if rather die a hero rather than a pussy :)"
"3741","If I where allowed to carry a Luger for self defense this wouldn't be an issue."
"3742","Naw son I got classes to be passing ain't nobody got time to worry about no shooter."
"3743","it wont help if theres 20 kids tyring to huddle inside a desk made for 1 person. they would obviously all get shot"
"3744","they have the right idea, I'd rather be predator than prey. I'd feel better having a plan to fight back, rather than hiding in the corner. they're not idiots, they know we're hiding."
"3745","Well from my past 5th grade the school was in lockdown i jumped the fuck out the window with 3 of my best friends we were fucking idiots to look at the central quadrangle we saw 5 men 1 of my friends said hey can you fuck off it was ok since they were only armed with melee stuff and then we ran out of school while we were running john said try to catch us fuckers oh and not bullshitting"
"3746","If there were ever a school shooting where I am at, the minute i hear a bullet, im breaking the window and i'm running"
"3747","I have not Ben in a schoolnlockdown"
"3748","Boi do you think the shooter is gonna go ""Oh, the students aren't for some reason on this ordinary weekday because the doors are locked""
If anything, you should be worried about the shooter setting off the fire alarm to bait the school"
"3749","We had a lockdown on earlier this week and people WOULDN'T STOP TALKING. I'm thinking ""Stop talking. Would you talk if the intruder was in the building?"""
"3750","Nobody in my schooling ever took drills seriously, not even the teachers. When the principal would come over the PA system and say we were going to leave for the evacuation drill Everyone groaned and didn't care. fire drills were annoying and just screwed up everyone's schedule for the day. The shooting drills weren't much, just sit in the corner for ten or fifteen minutes then back to work. If anything had ever happened at my school we all probably would have died."
"3751","isn't the news guy from Live PD?"
"3752",": ""Here's an idea!  Homeschooling and, save on taxes!  This way we kill two birds, with one stone.  No gun!!!""    xoxo     :O)"
"3753","it wont work! just sayin"
"3754","""It's just a drill bro"""
"3755","😈😈😈😈😈😈😈"
"3756","Dammmmm teacher got skilllllllllsssss!!!!😮😮"
"3757","All the other kids with the pumped up kicks"
"3758","The moves they use look like wrestling moves"
"3759","Columbine shooting was bad"
"3760","I am a random Internet guy and I approve this message 

ALOT!!!!!"
"3761","If I heard gun shots or anything like the anauncement goes on and says it's real I would be out of the door before u could say 1 2 3 and run as fast as possible home"
"3762","Plot twist: it's the teacher"
"3763","they should try to get out the building"
"3764","I love how kids have to hide all in one spot so that school shooters can shoot them easily, Logic. At least some people throw stuff at least."
"3765","Holly seems like such a nice person its so sad she had to go through something so terrible so young :C"
"3766","For our lockdown drills we just lock the doors, turn the lights off, close the blinds, and sit in a corner away from the door. Once a year we have the K9 Unit come. No simulated shooters lmao"
"3767","hmmm.... how do we teach kids about dangerous gunmen?....
.. aha!! we traumatize them!!!"
"3768","how the fuck sittin in a corner gonna be a good idea in a school shootin were you gonna run if they get in you in a goddamned line for em at that point"
"3769","Yeah so they teach the kids to hide behind their desks instead of teaching them how to run like usain bolt outa that bitch"
"3770","So one time, during a drill, the principal said it wasnt even though it was just to test us. In my classroom, some kids were talking loudly and snickering and making fart noises. If that had been a real lockdown, we may have died because of them."
"3771","I hope Eric and Dillon come back to test this place...xD"
"3772","Arm the teachers"
"3773","KICK HIM IN THE BALLS!!!! KICK EM!"
"3774","Dame in Tampa Florida"
"3775","Good to know."
"3776","This is the most dumbest shit i`ve ever seen, if a school shooting happened they would all be dead, oh yeah lets all go lay down in the corner were its easy to get shot you might as well tell the kids to line up on a wall then turn and face it and stay there fucking retard teachers."
"3777","""How do you train students and teachers to prepare for a school shooter"". Wellllllllll you tell them they need to run out of the building. And if they can't. Wait till the shooter comes in if they can. Then fuck them up with everything you can that's heavy"
"3778","story:

when I was in primary, our school had a simple lockdown that now that I think of, is pretty useless. we would usually hide, turn the blinds and lights down, and lock the doors. 

the evacuation was stupid too. we would run outside calmly and line up in classes, counting all of the class and taking roll call.

I remember one certain drill that failed to act quick enough. It was a mistake actually.

They never told us what time or day that the drill was going to take place. They just did it suddenly and didn't tell us. So inevitably, we all panicked. The teacher soothed us and said it was a drill.

The lockdown bell rang which is a screech that goes three times. (Screech, stop, repeat x3)

Then, because they hadn't planned it, the evacuation bell rang.

The thought that this could've been a real evacuation or lockdown and the bell failed to ring properly was horrifying.

What if there was a lockdown and a stranger was in the school grounds but suddenly the evacuation bell rings and we walk out into his/her clutches? What if there's a fire and the evacuation bell rings, but then the lockdown bel, rings and we burn to death?

Basically they didn't plan this at all and the teachers were frustrated and asking why it rang twice with different bells."
"3779","I love how the school shooter drills are just hide in a corner, that's literally not going to do anything except make it easier to hit everyone easier"
"3780","In my school, we had about 10 fire drills in one fortnight. All because some idiot decided to use deodorant in the toilets"
"3781","Real fucking good that would do siting in a corner he comes into the room and he has a Moab from the 30 kill streak cause of hiding in a corner"
"3782","the lady us like this I'd a drill... my school it's like BEEEP BEEEP BEEEP...LOCKDOWN KIDS SURVIVE"
"3783","The shooters here? Oh let's just turn of the light, hide behind the desk and be quite. Of course the shooters are dumb so no worries."
"3784","My preparation is easier. Homeschool"
"3785","locking the doors ain't gonna stop a person with a damn gun from getting in the class room its gonna be a 50/50 chance of liveing or dieing i hate to say it but its true who agree"
"3786","If I heard a gunshot in my school I would jump out of the window to escape."
"3787","Play pumped up kicks"
"3788","I would loved to get pounded by all of those teachers."
"3789","So basically the plan is stick your head in your ass and pray they dont feel like killing you? I wonder why all mass shootings happen in gun free zones..."
"3790","Let's be real here

Most ppl would hide and cover but in reality(I wouldn't hide) I would actually fight the gun man unless it's point blank shooting range then I'm either gonna hide behind a dick head or break a window quickly and throw a shard shard of glass as quickly as I can


What fighting skills u guys have? I got chinease martial arts and taikondow (dunno how to spell)"
"3791","Why aren't the doors locked? What's the point in turning the lights off and sitting in the corner if you're not going to lock the door? My teacher always locks the door"
"3792","If I heard screaming and a gunshot, I would be outta that school so fast I would make your head turn."
"3793","That Holly Carpender looks like Shailene Woodley..."
"3794","What if you shot a school shooter with your own gun?"
"3795","That teacher looked like an orphan black clone"
"3796","a ticket OH NO NOT A TICKET  what will i ever do 

bich plzz"
"3797","who shoots up a school with a pistol lmao"
"3798","I would hide behind the door and disarm him and turn the gun on him. Not hide in a corner and do nothing like a bitch"
"3799","Oh a shooters coming let's all stay in our classrooms and get picked off class by class."
"3800","Ha-ha, ""the school apologized to parents"". Lol, ffs."
"3801","we are told to be ready to fight if a shooter comes through a door in my school"
"3802","4:51 I stoped on the wrong time pause on 4:51"
"3803","I'm thinking of myself in elementary...if it was a drill that was realistic...I would have cried out of fear quietly."
"3804","Always that one kid who makes loud noises during lockdowns who you know for a fact is going to get you killed... *btw why literally WAIT for the shooter to come to you when u could jump out a window or go outside and hide behind something* boi just run for ur life"
"3805","At my school lock down drills are just locking the door, hiding in the back of a class and turning off the lights. Someone comes by and knocks at the door and that's it. Probably because I live in Canada."
"3806","There not gonna get scared if they know it's a drill make it real don't say anything and make fake gun shots"
"3807","We hold drills, but they just kind of shake the doorknobs. The majority of us are just on our phones or the school computers."
"3808","that would be scary!!!!"
"3809","Unannounced shooting drills sounds pretty fucked up. That has got to be traumatic for the kids, especially the small ones. enough of those and we have kids with PTSD without even witnessing a real shooting"
"3810","only usa things"
"3811","that moment when the school shooter spares the teacher and you have class tommorow"
"3812","how did I get here from watching what's on my iPhone videos!?"
"3813","If i ever heard gunshots im out, ill take the nearest exit"
"3814","if a school shooter told everyone to stand up, I'd be the only one


death lol"
"3815","At my school there was a drill and some kid starting moaning and slapping his leg .. he got sent outside lmao"
"3816","Once we had an active shooter in the area of my small town middle school I swear we were in lockdown for 3 hours."
"3817","3:48 I laughed when balls were thrown at him"
"3818","It's ok to be scared"
"3819","You know none of these people would do these things in a real shooting"
"3820","I would take a chair and break the window and jump off"
"3821","lmao this is on my mind every single day"
"3822","+Newt Scamander lmaooo"
"3823","lkr"
"3824","Panda Deadpool We hide in the corner, and my teacher stays at the door. She said if the shooter walks in, she will shove shaving cream in the gun. She has like five cans of it."
"3825","But now that I think about it, if a school shooter was one of the students, they would know the doors are just locked and break in through the door windows?? Makes sense."
"3826","And the teachers would hide in a fucking corner too, not doing anything. Partially because most of them are fat as fuck"
"3827","paste.l wrapmonster if that drill was real than your comment wouldve not existed :("
"3828","3:57 I'm so happy I saw this what is hiding gonna do he knows your there might as well fight"
"3829","Fun fact: We have ten seconds In my school to be prepared for a lock down"
"3830","during drills at my school we would have to lock the door close the blind pile up the desks at the door and move the  darn book case to keep the desks from moving and grab dictionaries or anything else to defend ourself 😂 atleast in our social studies class we would"
"3831","We never do any school shooter drills and I live in Texas"
"3832","This is kinda ridiculous. This is not what will prevent school shootings.
Instead of things like that our schools need mroe psychological checks and help for children who show suspicious behavior. Most of the school shooters of the past were in therapy for mental problems and had a fascination/hobby for shooting guns. Is it really that difficult to have some talks/checks with kids like that?
We need PREVENTION, not this!"
"3833","If a school shooter comes i join them"
"3834","S T R A Y   B U L L E T
#sandyhook2017"
"3835","Point blank period. If the door opens to your classroom you are dead anyway. Might as well fight back"
"3836","I tell every class I'm in y'all better help me fight this damn shooter cuz if I die trying to fight by myself I'm haunting everybody"
"3837","I'm sorry but I couldn't help when the fake gunmen yelled ""YOU'RE ALL DEAD! NEXT!"""
"3838","We had a lock down in my advisory and we had to be shoved in with a bunch of sixth graders from the drama class right next to us because we shared a hallway and they wouldn't shut the fuck up. When we told them to be quiet they started fucking yelling ghetto af and laughing until the door handle started to move.

*THEN THEY ALL STARTED TO FUCKING CRY LOUD AF*

"
"3839","If there was a shooting shit I would be out of their like *BOOM BAM POW BITCH*  but it always happens at my school but I can't go any where 😂 (1 year at Straw berry mansion)  & I can't bring shit I have metal detectors & officers 😂 on like every floor...I don't go there anymore tho"
"3840","I FULLY support this!"
"3841","How mine goes down: lockdown lockdown this is only a drill. Students: pffffffff. Everyone goes to the corner and starts doing fart noises. Teacher: STOP IT NOW. Students: but why do you get to talk. ""Attention the drill is over the drill is over you may continue class."
"3842","I hate how somebody can take children's lives in cold blood. I hate that these drills have become normal for us."
"3843","if i was a teacher i would silently send the kids out the window"
"3844","husband nearly got a ticket hahaha wow; better than your child gettin shot? maybe"
"3845","I have this child in my class who has a problem and she won't shut up smh"
"3846","Mom: go to school

Me: I could be dead you should be happy"
"3847","I always hated those kids who used to laugh all the time whenever we had a lockdown drill."
"3848","When I was in 3rd grade we had a real lock down and we were out at recess when the thing went off. All we saw was our OLD teachers running down the hall way trying to get us in the classroom. Kids were crying and scared it was a scary moment."
"3849","this happened at my school and it was sOOOO FUCKING FUN EVERYONE THOUOGHT IT WAS REAL but u know, things like that dont happen in my life im too normal so i decided it was not real i was still careful tho and it was suuppeeerrr fucking fun"
"3850","What does putting the clip on the shades do to hold it down?"
"3851","How ironic, this was recommended to me on April 20th (the same day that the collumbine school shooting happened)"
"3852","lol fucking america"
"3853","do schools do that in america"
"3854","At my school if there is ever a lock down we have to turn off our phones because they said it could possibly set off a bomb. Like what if that's the last way some kids could ever say good bye to their parents? And you took that away from them?"
"3855","Story time!
My class and the rest of my grade were outside, and my shitty school thought it would be a great idea for a lock down drill while we were outside! But that same day there was a shooting at a Walmart nearby and we had no access inside. I almost ran threw the woods to my house. Let's just say that was a very shitty day..."
"3856","A shooting happened in my school district last year. Thankfully a teacher was able to tackle the shooter down and disarm him. Some men also came by to educate my whole school about what to do if it happened to us (Some kids at a different school threatened to shoot up our school a few days after the intial shooting). They told us how to fight back, when it would be safe to go, and how and when being sitting ducks could either kill you. I totally support these kinds of drills. They prepare you for the worse so you can handle them more calmly. It's sad how it has become necessary though..."
"3857","My friends and I always said that if a shooting was to happen at our school we should hope to be in the chem room so we could throw acid on them or the Material Science room where there are about a dozen blow torches. Then again those rooms have a back door so we would probably run."
"3858","I will piss my fucking pants."
"3859","bro if you went to my school the shooter would get trampled or jumped by the students when we go into panic mode"
"3860","I've heard of something called a gun ban..."
"3861","What crazy asshole would do this to a school?"
"3862","3:50 *0 Attack Damage*
4:15 *0 Attack Damage*"
"3863","all the other kids with the pumped up kicks better run better run outrun my gun"
"3864","Once in a lock down i got my leg cut on a desk when try to do what i was sopos to  in a lock down drill we all try to fight back but this time it was real the guy through me agents a desk so could not realy walk i kicked him in the ankle i all so got 100$from the school and every one else that got hert"
"3865","""or you could throw a dictionary at them"" LEARN ENGLISH MOTHER FUCK *YEET*"
"3866","If I was holly I would bite the guys arm"
"3867","If that happened to my school I'd laugh hysterically.                     Edit: I mean the drill with the fake shooter."
"3868","this is so sad"
"3869","I would have sued the school for emotional distress"
"3870","Srsly, sitting in a corner?"
"3871","Well done Holly but let's be honest the gun person could have easily KO'ed her skull"
"3872","Im not waiting for some fucker to blow the lock and tear my class to shreds. Im saying see ya later fucker and jump out of my two story classroom window"
"3873","charge baby attack could resolve this problem. banzai !"
"3874","a few years back someone came into my school with a knife and there was a full lockdown and I ran the mcshit out of there and went to the nearby Macca's. no one ever found out, not even the teacher who was teaching me at the time I left class."
"3875","Future school shooters watching this are probably taking notes."
"3876","If you're gonna shoot up a school, why don't you aim primarily for the school bullies and horrible teachers? At least then, some considerable good would come of it!"
"3877","Here's a option stop these white people from shooting these children."
"3878","there lucky they their students are quiet my class is noisey even during drills it's like they wanna die"
"3879","When shots ring out in my school I'm getting a pair of scissors ready, and waiting for other kids to go outside to make sure there no shooter outside then I'm making a break forcit"
"3880","We had a bomb threat at my school today and I was scared out of my mind .some stupid high schooler thought it was funny to write threats about blowing our schools up on the bathroom walls"
"3881","How did the shooter get past the ""no guns on campus"" sign?"
"3882","our school had a drill and the rules were to get out by 'any means necessary'. so i jumped out of the window and ran to the meetup zone where nobody else was there yet and i was awarded a suspension."
"3883","all i know is if im in class jump out window if im in hall run out door"
"3884","Once my idiot school had a full lockdown, but there was no one there. My friends were crying in fear, somebody had a heart attack. Nobody was in the classroom, and he lived. They d0id not seem to realize the term for ""medical emergency, stay in your classes, nothing is wrong"" is ""Modified Lockdown"". Idiots."
"3885","My school has lockdowns but with no fake guns, but they knock on the door, call the phone, and try ramming in, but expect us to be silent. Harder than you think."
"3886","That's crazy"
"3887","lol texas lockdowns are gay.
all the Hispanic kids never shit up"
"3888","Being strapped would help to."
"3889","Why not teach the children evacuation routes instead of hiding in a corner and getting shot"
"3890","the fuck all this nigga gotta do is shoot up the corner. fuck that I jumped out the window 20 minutes ago when yall was alive"
"3891","*shooter walks into the class 
Not even 2 secs later chairs are being throwed across the room*"
"3892","THE ACTUAL FUCK I HAD A DRILL AND WE HID IN THE CLOSET. IF THE SHORTER FOUND US IT WOULD EASY AND FUN SO JUST SHOOT US ONE BY ONE. I'M JUST GOING TO TRY TO OPEN THE WINDOW AND JUMP OUT. 


but one day if I ever am the one not hiding... I'm going to know what I'm ready for lol. 
      ~ D. K."
"3893","Pumped up kicks procedure"
"3894","Screw getting behind the desk. I'm pushing 7 desks up against the door and if I have a pencil, I'm going for the throat"
"3895","Story Time:
Pumped Up Kicks Started Playing While I Was Watching This. Totally Appropriate Song. ( ͡° ͜ʖ ͡°)"
"3896","Yeah just sit behind a fucking desk real safe definitely will work against an actual school shooter"
"3897","I don't hide. I get out of the school."
"3898","4:35 FIGHT CLUB!! -THIS IS SAFE-"
"3899","ill never forget what my friends millitary school instructor man told him. ""you know if at least 5 of you rush the guy you'll probably get him. probably some sort of medal for it"""
"3900","Ahh, I'm glad I live in England; the land where you don't need a firearm to feel safe. (Probs gonna get some triggered American reply back to me)"
"3901","this is dumb because when you pull tjem down they can shoot wile you try stoping them"
"3902","if a shooting uccurs in my school ill get out, ill break the windows and get my mexican skinny ass out. what i found stupid is that when a teacher has the shooter down the students dont jump in because ""their still cildren"" fuck that ill stomp on his head like a fucking watermelon"
"3903","imma pray for all of this to stop! plz help us make the world better!"
"3904","sandy hook my sister hided she was able to get out of the window"
"3905","If it's a drill tell them there and then that it is. If you dont, if you keep saying 'this is not a drill' they wouldnt believe you and just mess around, which might cost their life."
"3906","Last lockdown I had was like a 3 hour lockdown due to drug search but no one was quiet lol"
"3907","I'm a student and completely support this training."
"3908","Like this says Burt. then they FUSED TOGETHER"
"3909","Fuck the drill xD I'm not dumb enough to sit in a damn corner! I'm out the fucking window!"
"3910","Last year when there was a bomb threat at my school they told us to go outside. They were telling us that it was all a drill. Yeah of course its a drill! There are helicopters but no~!! Totally a drill!! God that just makes me upset. They don't tell the students or the teachers anything. We evacuated to a near-bye church but a shooter could have easily made a fake bomb threat and hid in the church- where all the kids would fucking be.  Sorry this just makes me really upset like. What if a kid thought this was a drill and didn't follow the rules? What if they stayed behind of something and went kaboom with the building? ffgsgsgshjs"
"3911","If someone comes in and plans on killing people..they aren't just going to walk through the halls and be like ""oh well, looks like no one is here, I'll try tomorrow."" No if they don't give a fuck and know it's a school day, they'll most likely break the doors down -_-"
"3912","lol in my lockdown drills the kids in my class yell out PENIS as loud as they can"
"3913","At my school that is NOT how we handle school shootings. All students go under the desk, lights turned off, teacher locks door and stands by it with a object that could hurt, a color corinated paper is stuck to the door window showing how many student s are in the curent classroom, and principle will stand in hall ready to attack said intruder."
"3914","Xavier looks like a little bitch"
"3915","I would bust through the window and make my way home, I wouldn't sit in a corner and wait for my death. They're coming into the room whenever they see it, I'm not waiting for that to happen."
"3916","There learning Judo take downs ."
"3917","A real school shooting is serious that is not how it really is"
"3918","This kind of exposure is bad because the shooters for future schools could look at this so they would be prepared"
"3919","see nowadays kids cant even have their phones during class. what if something like this happens??"
"3920","4:16 this crappy defense move might not work if:
-the shooter is very good at fighting
-the shooter has more than one gun, or a knife
-the shooter has a minigun, rocket launcher, or something similar
-suicide bombs
-very skilled in fighting."
"3921","Dude I want to be a cop just so I could protect people who can't protect themselves side note cops are badass"
"3922","Gun control or freaking kids out with this shit, hmmm... 'Merica!"
"3923","We do not have this for lock down drills, you just lock your door, hide the kids, and some one comes to check that you locked your door."
"3924","Watching this because my neighborhood is ratchet"
"3925","I'm the small white kid who pulls out the glock 18 out of my lunchbox during lunch."
"3926","I asked my teacher about the code reds and I asked ""What if they come into the classroom?"" She said start throwing stuff at anyone that comes in."
"3927","Drills are stupid because you sit and talk instead of being scared"
"3928","Jagger Brenko the right thing to do








(You just could punch him)"
"3929","SPB2727 aviation 


IKRRR???"
"3930","Pretty little Liars fan why would they get u in the classroom run away from the school"
"3931","memeyface Well mine nothing really happens. Just the principal checking us"
"3932","Plague Doctor cod sucks"
"3933","Jake Taylor 

Nigga before you spooned his eyes he'd shoot you 3 times in the kidney and end you."
"3934","George Bailey I usally don't go to the bathroom during school"
"3935","George Bailey if I had a spoon I would dig out both eyes and let him bleed to death!"
"3936","SpaceM8tz Calm down, it's just a profile picture"
"3937","Adolf Hitler your a life of shit my grampa died cuz u in the Holocaust"
"3938","u did nothing wrong"
"3939","Hana Dwaik those text books fucking hurt I got into a fight sophomore year and like 8 people were brawling in the hallway and books were used"
"3940","triggerd american has replied"
"3941","360Ragequit terrorists don't give warnings (apart from the IRA; who did), they see an opportunity and they take it. They kill people with the intention of killing them selves in the process; by that point the damage is already done. We have armed police who HAVE stopped them from causing more harm. Our nation is capable of helping fight terrorism, without putting the general public at risk, by allowing more guns into the country."
"3942","_idekanymore we don't have terrorist CURRENTLY and i meant us citizens can fight back."
"3943","Dominic Lapointe thats called an assassin"
"3944","It is legal to own a minigun in the US, however he would need to be rich or find a way to steal it"
"3945","Killager Isis"
"3946","wheres the nigga finna get a rocket launcher"
"3947","Stay in a corner?
Bitch of someone has a gun fucking jump out the window."
"3948","to live like this means Columbine wins. And like other examples when somebody wants to do damage these training sessions will be meaningless. Live your life normally there's nothing else you can do. Unless you want to live like this in fear and let evil absolutely win. Yes this is pretty stupid even though I understand why it's being done. Reenacting the fear is all it's doing"
"3949","I'm so happy I live in England😳😳"
"3950","If I see a guy in a black trench coat with a AK-47 at the door, I'm breaking through the fucking window"
"3951","This looks fun where can I join"
"3952","If I were those kids I would fracking call my mom and said ahhhh fracking police are here"
"3953","At my daughters school the teachers carry guns.. :)"
"3954","If there was a school shooter in my school fuck sitting in a corner I'm jumping out a window"
"3955","If my future schools ever do this, Real Shooter walking in, I'LL BE THERE FUCKING READY TO SNAP HIS NECK"
"3956","note: keep scissors in bag
why? well snap it in two and you know what we got now...."
"3957","one time we had a lockdown drill at my school and some kid was in the bathroom and when a guy came in pretending to be the shooter and asked ""Is anyone in here?!?!"" the was like ""YUP OVER HERE!!"" I guess he didn't understand what we were drilling for..."
"3958","Beta Uprising"
"3959","Yeah, pile all the kids up in the corner. Great plan!"
"3960","How to respond?  .45 ACP might work."
"3961","We have different types of lockdowns in my district.

The first one is where their is possible danger around the area, and that is where we just close windows, shut doors and lock them, and close any blinds, but we still continue learning.

Then a number two lockdown is where there is possible danger around the school. This time we actually hide.

Then number three is where there is danger in the school and that's where we barricade the door with desks and stuff."
"3962","These kids are scared and this was fake. And one day in my school back in 6th grade some school shooter actually came to my school and all that shot"
"3963","in my school they did the same thing and the cop came to our door and me and 5 other kids threw desks at them"
"3964","Don't the students see the cameras"
"3965","what if one kid disarm the cop that be neat"
"3966","I'll wife up holly quick"
"3967","In a school shooting, Im running. Fight another day, and all that. If I can't, I stay and fight, get the shooter to waste as much time, and injure them."
"3968","This is why I take jujitsu"
"3969","That looks like my old school"
