"","his_data_2014.his_all_comments.textOriginal"
"1117","+halocia117
they were probably like DAMN BRUH naw mean nigga?"
"1118","+halocia117 COINCIDENCE? I think not "
"1119","+Tommy gun Its great that you don't believe in the banning of all guns and recognize that they can be used for good.  No one here is advocating the misuse of these guns as you have mentioned.  Certainly those instances should be avoided the real question is how to do so and thats where the firearms owning community and yourself fall on different ground.  Provisions are being proposed that would do nothing to curb the misuse of firearms and only affect those that already use them responsibly.  Its like making it more difficult for good people to drive their cars because a minority drive them drunk.  You would be going after the wrong people and people would still drive drunk no matter what tests you put in place before owning a car, no matter what psych evaluations you mandate, people are going to make poor decisions.  Its our job to minimize these instances by educating the youth about drinking and firearms so that they aren't the ones that make these decisions but mandating some overarching provision is just going to make things far more expensive and personally invasive for those that follow the law.  When a viable solution becomes available then a conversation can be had but until that point, we need to secure schools and make sure that people are able to defend themselves adequately. "
"1120","+Dulce Dominguez i would get my gun as he was banging down the door because as i had been saying this entire conversation which people have just been completely ignoring, this is a perfect situation where a gun should be used. not to kill a class full of children, not to rob a bank, to protect yourself.

1- please read the conversation before commenting
2- i don't have a wife anymore"
"1121","Someone breaks into your house, tie you up and rape your wife and you're unarmed. WHAT WOULD YOU DO??"
"1122","+Colin Pitts sorry it took me so long to reply. do you honestly think i only have one incident to support my argument against gun control?
look at every mass shooting on this list and ffs i can name many many more. and we can even use average shootings to support my claim

http://www.dailymail.co.uk/news/article-2609758/Boy-2-fatally-shoots-3-year-old-sister-fourth-death-U-S-month-caused-firearm-finding-way-hands-child.html

http://www.abc.net.au/news/2014-02-05/teenages-accused-in-death-of-australian-baseballer-chris-lane-a/5238858

http://www.ndtv.com/article/world/2-year-old-boy-shoots-and-kills-11-year-old-sister-in-us-505473

http://www.nytimes.com/2007/04/16/us/16cnd-shooting.html?pagewanted=all&_r=0

http://www.slate.com/blogs/crime/2013/12/10/child_shootings_mother_jones_194_child_shooting_deaths_in_2013_show_that.html

http://en.wikipedia.org/wiki/Shooting_of_Trayvon_Martin

http://www.huffingtonpost.com/2013/10/28/child-gun-deaths_n_4170451.html

http://www.telegraph.co.uk/news/worldnews/northamerica/usa/10853875/California-drive-by-shooting-Son-of-Hunger-Games-assistant-director-Elliot-Rodger-suspected-of-killing-six.html

and those are just the tip of the fucking iceberg but i guess none of those ever happened because the media is ""biased""

when it comes down to it. guns are the problem and america needs better control over them and it will take a mountain of dead children for them to realise it


and also the sandy hook incident may not have happened at all if he didn't have easy access to a gun. you are just making up stories if you suggest otherwise"
"1123","+Luciferum They don't know video games like GTA are just virtual worlds where you can do anything you want, and then you come back to reality."
"1124","Neither did the video games, I wonder how many lives ""violent video games"" actually have saved, when they've served as an outlet for psychos who would do crazy shit like this. We'll never know."
"1125","Note this is not a insult its just somehting to make you stay away"
"1126","Notice all the shooters were either muslims or athiest. And all were Registered Democrats. NONE were stated Christians or Conservatives."
"1127","""mass shootings"" or whatever you call it has been a part of humanity since humans have been alive. Believe it or not but the killing rate of ""mass shootings"" has gone down dramatically since the 1950's. This isnt news and taking our weapons away is just what the government wants. My kitchen knife isnt considered a weapon until I threaten somebody with it or commit a crime with it so should we ban kitchen knives?!?!
Retarded people buying into our nation's shitty media. GROW A BRAIN!!"
"1128","RIP"
"1129","There is something wrong with the USA sorry to say. There have been mass shootings in a lot of countries i.e Norway and Australia. But USA seems to have so many more than any other western country, what is it that makes this so its very weird."
"1130","Sad part is this will get worse in time"
"1131","+RED6UA.  You sound like you're another American kid on psychotropic medication"
"1132","everyone of these could have been stoped with 1 person with a consieled carry license witch is why i support regulation but not making guns iligal "
"1133","And the kicker, the Obama administration deemed the Fort Hood shooting a work place incident instead of an act of terror. That robbed the victims of special benefits for being wounded during an act of war."
"1134","Maybe we could hook up some jobs for our veterans defending schools and library's and stuff. These people aren't looking for a challenge, they just wanna murder people. I doubt they'd try and shoot up a school with an ex-marine at every entrance."
"1135","Everyone of these people should get the death penalty."
"1136","The Sandy Hook Elementry School Shooting happened 9 days after this video was released.. i think it would of been ranked in either 4, 3, or 2."
"1137","Who knew Marilyn Manson could be wise?"
"1138","All you guys from the UK saying we banned guns and we don't have this kind of trouble, we have the 2nd amendment for a reason, because of people like you and the shit hole of a country you live in, you don't live here and you have no ideal what freedom is because you really don't have your freedom. your country killed, and murdered people all over the planet for generations until the Gun put your asses into its place here in the U.S. This country was founded with and by God, Guns, and Guts, so please shut the hell up and stay on your side of the Pond!!!! God Bless America!!!  July 4th, 1776"
"1139","I'm never leaving my house again"
"1140","that goth guy is wierd"
"1141","I went to Columbine H.S. in the 80's, Not only the school, but the entire community is, VERY WHITE ORIENTED. Very prejudice kids, and community. Starting from most Teachers, Safeway's, King Soopers, Southwest Plaza Mall, etc.. Jefferson County Sheriffs racially profiles.

I don't condone what the shooters did their , But I COMPLETLY understand what they went through while living their in that type of community, and going to these types of schools. 

It probably started since Jr. High for them as it did me, and I wouldn't be surprised if they went to KEN CARL Jr. high either.

Doesn't surprise me AT ALL it happened at Columbine as in those day's and probably TODAY, was not and is NOT diversified at all.

Same Snobby white Community and lot's of people to go with it....."
"1142","Because McDonald's chicken mcnuggets make people go insane, right?"
"1143","+Lee Gillaspie
You're correct....too many mentally-fucked kids in your problematic nation who're on medication. Your US Misery Index has increased annually since the Index was created, and at its highest level in 2013.... MISERY + FINANCIAL PROBLEMS + alcohol + GUNS = Fucked Up American Society.  You shd be familiar with this formula."
"1144","Most of these shooters are insane and could have gotten help. They deserve to rot in hell I agree with that. But maybe we should try and help these people to prevent this. Also giving military weapons to civilians doesn't help. We don't need AR-15's with 100 round magazines those weapons aren't made for hunting they are made to kill as many people as possible. We should ban assault weapons and limit magazine capacity to 10 rounds per magazine. That isn't breaching the second amendment it is saving lives."
"1145","last year when i was in grade 12 a lady came in to talk to use about the columbine shooting and said that the shooters took their example from Hitler"
"1146","I had a feeling they would forget Kent State (1970), Ruby Ridge (1991) and Waco (1993). I wasn't disappointed. Criminals with uniforms."
"1147","OH WELL AREN'T I STUPID!!!!!!!!!!! I should've known #1 was the school shooting!"
"1148","I knew that the D.C. shootings were going to be on here. Also, #6, the tumor and all sounds like the guy in White House Down. I knew that the Aurora shooting was there, but I originally had thought that would be #1. I was clueless to what the #1 shooting was."
"1149","Here come the gun control fanatics. I have yet to hear a valid argument from that crowd. If you don't want to own a gun, don't buy one.  You obviously have enough faith in your govt/police force to bet your life on it. I'm under no such illusions and frankly it's none of my govt's business how I choose to defend myself. Feel free to cower in fear while you wait 10-30 minutes for the cops to get there and save you. As far as 'wondering why the world hates the US so much', I could give a shit. Do you care if the US hates you? I didn't think so, so can the narcissistic assumption that we in the US give a rats ass about your opinion. I'll pose a question to you in response: Why do you think your governments work so hard to keep all the firepower in the hands of those in power? Are you really that naive to think that's it in your 'best interest' to be legally forced to give up your arms? If your govt was there to serve you why would they need to disarm you?  Good luck answering that one all you loyal ""SUBJECTS"". A herd of cattle puts up more fight than that."
"1150","So many people in this world are terrible..."
"1151","THROW FUCKIN GRENADES INTO ALL US SOLDIERS
FUCK ALL THESE FORCES OF OCCUPYING DAFT KUNTS
NO MERCY NO RETREAT NO SURRENDER
DEATH BEFORE 'JUSTICE' HAHAHAHAHA"
"1152","mostly white ppl just saying"
"1153","lol and you think its good to have guns"
"1154","This list needs to be revised to include the Sandy Hook Elementary School shooting. "
"1155","CHICKEN NUGGETS ?????"
"1156","Pure evil present in our society.  Most animals kill for food.  These subhuman cowardly creatures that murder are the lowest form of life on the planet."
"1157","I believe by far the majority of gun violence survivors and their family members would gladly take their loved ones back and do away with guns. The simple fact is an  entity with the proper resources can push its agenda on a country over a period of time. Its very sad when the wolf has convinced the lamb to see things HIS WAY."
"1158","Lol it says nothing about weapons having a ""hunting purpose/ sporting purpose"" in the constitution, ma'am I suggest you read it again. Those little pieces of machinery are the reason she is able to talk the way she wants, dress the way she wants, and just be free to do what ever she pleases. Guns are meant for self defense, and to defend our rights against tyranny, hunting and sporting are just perks. All these fucking haters saying ""I'm glad I don't live in the U.S. and never would"" good you fucking twat, we don't want assholes like you or Pierce Morgan here anyway. You don't deserve the same freedoms that we have, because you're not willing to fight for them! If we lose our 2nd amendment, the rest of our rights will go too."
"1159","Ft. Hood, Killeen, and Austin. Stay away from central Texas."
"1160","crazy ass white folks"
"1161","Video games don't put real guns in people's hands... the second amendment does... I think the republicans who are for gun rights made up the video game connection to violence to... dodge a bullet..."
"1162","Is it weird that alot of these happened in texas"
"1163","...gonna be honest I couldn't even watch this thing. After about a minute of hearing THAT voice describing these events (of which I am fully or at least partially aware) in a tone and pitch that still sounded just a tad bit excited kinda tainted my experience with WatchMojo.com nah mean?...put me off after like, a minute and a half...I still enjoy and appreciate their other vids this one is just an unnecessary ""reminder""..."
"1164","Number of total gun deaths a year in America (including  police shottings, accidents, and suicides,) is: <35,000 according to FBI.gov.
Number of total deaths from overeating (including 15k extra cancer deaths) is:  >135,000. According to Wiki.
In fact guns are behind even knives in total murders per year. Alcohol, scrips, and cars kill many times more than guns, yet people freak out on an AN-94, or a 30 round mag. Geez."
"1165","so saddening."
"1166","Sandy hook?"
"1167","MC nuggets rlly?!?!? "
"1168","My father was an on-site student reporter for the Austin-American Statesman during the Whitman shooting.  He ran around with several police officers on the scene.  He even knew Charles Whitman at the time.  I grew up hearing stories about it."
"1169","All these could be stopped if CCW's were legal nationwide"
"1170","That Suzzanne Hopp - the lady whose parents were killed in the Luby's massacre (number 3), is an idiot. If guns weren't so easy to get, the massacre would've never happened. Only gun nuts try to defend the very things they want to defend themselves against."
"1171","The columbine shootings were on Hitler's birthday, and the kids were supposedly bullied. They were very wierd kids."
"1172","* smh * at the wife and the mcnuggets comment "
"1173","God I hate Mc. D's there chicken nuggets are actually really dangerous because I ate one once and I went home throwing up ALL DAY.."
"1174","What's the song at 0:19?"
"1175","Finally Susana, seems to get it! dont understand why your goverment have such problem with remove the second amendment!!! Just plain dumb and stupid.. and these fucks runs your country "
"1176","I actually find it funny that the media is saying the problem with killers is movies, games, and music. Its not. There just that fucking pathetic. Im 18 and I grew up on bloody murder games. The most gore you can imagine. Love movies of death and destruction. I also listen to bands such as Marilyn Manson, Suicide Silence, Anthrax, Cannibal Corpse, and Bloody Mammoth. I absolutely LOVE murder, killing, gore, violence, and massive amounts of blood. BUT I know the difference between real and fake. FAKE murder and killing as in games and movies are okay. Its violent entertainment. REAL murder and killing is sad and shows how pathetic a person is. Mental illness or not. America should have the death penalty for murderers. And no, don't reply saying ""They at least deserve a chance!"". No. They KILLED someone. Why let them try to come up with an easier way for them to not get caught. Make the concealed carry law effective to those who have the mental stability to handle and own a weapon. Its sad you can't even trust people who go to McDonalds anymore."
"1177","less robberys happen when criminals are afraid that the owner may have a gun"
"1178","this shit just makes me sick"
"1179","Shows how easy killing a bunch of people is, the only drawback is that it's a one stop act."
"1180","so sad that people want to blame guns  even though they are inanimate objects incapable of killing without a person to pull the trigger. Every country that has banned guns have higher crime rates than places where gun ownership is legal...  apparently these people haven't heard of the black market where guns can be bought anonymously from anywhere in the world﻿"
"1181","This video was uploaded.... 9 days before the Newtown shooting,"
"1182","People can blame whatever/whoever they want, but 99.9% of people who are bullied don't pull a gun on innocent people or shoot up a crowded place. The people who master-minded these heinous acts against fellow human beings aren't responding to bulling or the availability of a gun, they usually have a psychological problem that caused them to murder helpless people. "
"1183","I live only 18 miles away from Geneva county. I remember that shooting."
"1184","Oh shit.. That last their should have been a they're. Sorry"
"1185","Your media glorifies movie stars and celebrities, and by dedicating so many tv programs and news specials to mass shooting perpetrators, you are giving them the same famous-person treatment and rising them to superstardom. You're giving them the attention they wanted, and making others want to get it as well. That might be part of the reason why these things have happened so many times in the U.S. Stop repeating their names like their rock stars or someone worth being remembered"
"1186","JUST CRAZY SMH SICK"
"1187","good old america, heres the simple answer to these problems, take away the guns. no guns equals no shootings"
"1188","another funny video by you guys, lol"
"1189","It seems that 90% of these people are out of country fools that don't belong here in the 1st place--the rest are just off of the meds..My heart goes out 2 all victims, but had they had their GUNS, they could have protected them selves, WE DO NOT NEED COPS 2 protect us, WE JUST NEED OUR GUNS BACK!~"
"1190","oh wow all the americans who killed innocent people are sick wow and muslims are the terriost mmm "
"1191","isnt it morbid making a top 10 list of this?"
"1192","I assumed they would of brought up Cassie..."
"1193","@slycooper2002 i kinda agree"
"1194","Does anyone get the family resemblance of Muhammad and President Obama?"
"1195","People, taking away guns is NOT the answer. I think the exact opposite. If everyone had a gun, and one guy tried to shoot you, you could just shoot him. BAM. Problem solved. What if a kid accidently shot himself? Have gun training classes in school. I don't know if this comment will have a million hate comments or a million love comments, but this is my honest opinion and what I think. Another example: No one would try to shoot you because they would know YOU have a gun."
"1196","I wish people would stop blaming the violent actions of a minority of twisted individuals on movies, video games and musicians! I live in the UK and we watch, play and listen to the same things people do in the US and we don't gun down people by the dozen. Maybe it's cos we don't have such ease of access to guns but the laws governing the use of guns are exactly the same in Canada as they are in the US and they don't have anything like the same level of gun crime. These three words are often over used but I don't hesitate in using them again now. Only in America."
"1197","""Trial was delayed due to him not shaving his beard..."" What the fuck? That's stupid that he has to shave his beard for trial. Ridiculous."
"1198","Virginia Tech is the exact reason why we need to stop allowing foreign invaders from the Middle east, Asia, North Africa, from granting immigration to this country. All they do is corrupt, and poison, and are societal drains on the rest of us. Europeans are okay due to similar cultures and wealth. Asians infect universities like parasites. "
"1199","The Virginia tech and Columbine Massacre the real monsters there are society i am disappointed at this generation where there is still bullying,discrimination and some stuff like that i cant believe there's still some people who exist like this probably because they're ignorant and doesn't understand how the person feels just take a look at Marilyn Manson he has become an Antichrist Deathrocker because he was bullied before,take a look at Manson's bio and you'll see why he has become the person he is now today. But it is still unacceptable taking an innocent person's life to express yourself i hate people who does this kind of stuff but the ones i hate the most is society, SOCIETY GO FUCK YOURSELF sincerely a concerned human "
"1200","Ooh but that is what the second amendment is for to protect liberty and and promote justice when the 5-0 isn't doing their job which is usually the case. Don't steal from innocent citizens criminals do not follow laws!"
"1201","I wish people would stop using the word ""Anarchy"" in terms of describing chaos and murders and everything bad. That gives us Anarchists a really bad name, and makes us look like we are some ski mask wearing people who want blow up everything and have people instill chaos and death. That couldnt be more false. Anarchy is a political theory/philosophy/etc, it is NOT an adjective. In fact, Anarchy is one of the most peaceful and caring ideologies because it rely's and is based upon the belief that people are naturally good and peaceful and able to run productive and good lives without the use of a government telling them what they can and cant do. A good quote to back it up goes like this. ""Oh judge, your damn laws. Good people dont need them, and bad people dont follow them. So what good are they??"". Anyways, not trying to get into a political debate. I just wish people would stop using that word when describing a massacre or horrible atrocity. With that being said, its extremely sad to see that theres a ""Top Ten List"" of events like this. R.I.P."
"1202","I know that this indent happened on December 14, 2012 and this was made on December 5, 2012, but i still think this was brutal Sandy Hook Elementary School shooting"
"1203","What about Sandy hook?"
"1204","It's so sad that there is a society in the world that can't recognise if you want to stop so many gun massacres happening, you need to take away the guns :(
That said, doing a 'top 10' list of massacres for entertainment purposes and trying to make out that there is a 'winner' to it is kind of in bad taste."
"1205","after all this america doesn't ban guns, even though it has been the successful answer for many different countries. And you wonder why the world hates you"
"1206","Oh and id also like to point out that most of these happened before gta, marilyn manson, slipknot etc."
"1207","No other developed country has these kind of incidents. "
"1208","You wonder what goes wrong in these people's brains that makes them capable of such brutality towards innocent people ""/ "
"1209","You know that making a video (which gets around 1,5 million views) showing what these bastards have done encourage more of these sick motherfuckers to kill more people because they will get ""famous"", right?"
"1210","I am sick of 9/11, I know it wasn't a shooting and I know it was something horrible but seriously, the only reason that is a really infamous terrorist attack is because it is in U.S.A , There are people in Africa starving and people in south asia becoming slaves for child labour. Think about it. R.I.P all that died in 9/11 btw."
"1211","+Mike B.  Wonderfully said. 
In a sudden, high-stress, close quarters shooting situation, even a highly+consistently trained professional could have problem using his firearm. And that imbecile is saying what if the TEACHER had a gun!!!
OMG...remember the MOTHER/TEACHER who kept a few assualt style rifles at home, and her psycho son ended up playing with it?? 
Thats the problem with American gun lovers....you silly imbeciles automatically assume a TEACHER can instantly become a super accurate, SAS person with superb reaction skills and able to neutralize any threats instantly. This happens when you watch too many violent movies and play too many violent games. "
"1212","Manson is one smart ugly mothafucka..."
"1213","i'd like to know where all these ""good guys with guns"" are at when these happen?
hell, one happened hat a fucking military base but apparently more guns will solve the issue...."
"1214","Never have I agreed with anything Marilyn Manson has to say but he does give a valid point about Eric and Dylan on the columbine massacre, if it wasn't for bullying and seeing what they had to say what they were feeling, than none of that would have happened. But instead they were ignored and mocked for being different"
"1215","US is the murder center of the world, when whites are not killing each other, they are dreaming of killing others. "
"1216","Events like this are why we should be allowed to carry concealed weapons."
"1217","so beard gives you immunity from trial"
"1218","+dingledong94. A ""terrible life"" is when you're trapped in your own super violent, gun loving nation where even KIDS get shot by assault rifles in schools. I understand how you feel."
"1219","so sad"
"1220","I'm from Blacksburg (Virginia Tech) and from before to after the shooting, my view on gun laws has not changed. More gun laws just mean less power to people that obey the laws."
"1221","I knew the girl that died at the columbine high school tragedy her name was rachel"
"1222","Murica..........."
"1223","u dont do a Top 10 about something like that. Disrespectful"
"1224","Just a week or so before Sandy Hook shooting."
"1225","YES...they deserve to die because even after endless mindless massacres, the majority of Americans still want to play with guns and using their ""rights"" as an excuse to do so. So, these ignorant blind fools must be taught MORE lessons before they finally ""change"" someday. "
"1226","I know right, aren't we bless to live here?!!...lol"
"1227","ya we don't have money to help them but the FBI can buy informant Ferrari's and give the Mexican cartel guns but god forbid we give wounded Americans the benefits that they deserve."
"1228","I am not shocked, he does things like that all the time, JUST LIKE THAT.  You are correct and it is a shame."
"1229","+Nicholas Marino I care care about them suffering just getting rid of them "
"1230","The death penalty really doesn't make them suffer because you are giving them the easy way out, making them rout in jail seems like a better form of torture to me.  Especially when the drop the soap in the showers and have someone anally rape them."
"1231","+TheBagOfWaffles the ones that are still alive should get the death penalty immediately "
"1232",".... yeah they should even though most of them killed themselves and did get the death penalty -.-"
"1233","+jeffrey dahmere exactly!"
"1234","Who Marilyn Manson ? if so he's not weird. "
"1235","Ya, But you probably aren't a minority in the Mid 80's and Arapahoe was and Is a lot more Diverse than what Columbine was. ( ALL WHITE, JOCK, PREP, type of SNOBY people lived over their.) ( Ken Carl Ranch) All went to Columbine, including us. I KNOW....
 
I went to Columbine Elementary, Ken Carl Jr. High, then went to Columbine. I KNOW the COMMUNTY and The AREA. I can name Names and People. WE had only TWO Blacks at Columbine, and just maybe 3 or Four Hispanics,  Of course WHITE people Calls us MEXICAN , when we are NOT. That's how Ignorant Whites are. 

Their IS a Difference.
(Culture Language and some meanings in the language Differ.) Although we are Hispanic, ""WE DO NOT ALL COME FROM MEXICO"".......

YES I can say that the Columbine Area, from Ken Carl Ranch to Columbine Valley, Including parts of Southwest Plaza, All the way back to Chatfield ARE a community with a bunch of prejudiced assholes.

That's the only thing I can agree with you?
but Doesn't surprise me AT ALL that something like that happened their..

 "
"1236","Dude no need to harsh the area. I went to Arapahoe during it's shooting, so I have more of a right to diss this area than you do, and guess what, I don't think that there is a good reason too. Look, just don't go complaining about how white we are, cause guess what, we may be white, but that doesn't make the community a bunch of prejudiced aholes. Respect the people who treated us all so well, white, black, Hispanic, who cares, after our tragedy in December."
"1237","+JK Low
 Yeah, and you know what else they probbaly were used for, huntiong animals and eating for survival. We need guns to defend ourselves. Believe me I hate war and death , but we have no choice. & the criminals could give one less damn if the guns are illegal or not. eWeopons are every where. Crime is everywhere. People need protection everywhere. Deal with it."
"1238","+RED6UA
Oh...it's ONLY you. 
Only Americans in the US are allowed to be gun-crazy and gun-loving. 
Ask anyone in magazine publication....which nation produces the widest range of firearms magazines????? Which nation has the highest number of legal gun shops? 
Face it....each kid in the US is brought up within a gun-loving culture....and THAT'S where the problem starts.

Your gun-wielding ancestors didn't go around fucking up small kids in schools with their guns, and neither did your ancestors do drive-by shootings in the next small country and neither did they spray bullets during a Town Hall meeting in Deals Gap.

Face it...your ancestors could behave themselves with guns. To them, guns were not a hobby, passion or fav pastime....it was STRICTLY a tool for personal defense.  "
"1239","Its not just us, ands not even all of us?"
"1240","Yeah mainly the people that allow guns."
"1241","+David Gay
You read me. His last name is gay like yours :)"
"1242","what?"
"1243","You have a brother named Robert."
"1244","ikr it's the guy's fault not the nuggets"
"1245","you cant say that the shooting would have never happened... gone down differently maybe but the shooting its self would probably still have happened. if everyone was able to get guns crime would rise because people would begin to think that they have more power now and the gang bangers who couldn't afford guns could get them much more easily. but a stable control in guns would be good to the point where not everyone could get them but also to where their not impossible to get. outlawing guns would be bad because then we cant fight a tyrannical government. im not completely against guns nor am I completely for them but the point that Suzzanne was trying to get across was that the second amendment was put in place to fight government tyranny. lets face it. when someone walks into a gun store to buy something their first thought isn't ""im going to protect my liberty with this"" and she was trying to push for conceiled weapons permits not to just ban guns in total"
"1246","shazam says its shit"
"1247","WAT"
"1248","+Xi bar Too long. Didn't read."
"1249","Paragraph too long. Got my dick stuck in a toaster."
"1250","+Brian McKenna
...strong words...there seems to be an implicit invitation for a retort so fuck it...1: what does the perpetrator's family have to do with his actions and why should they have to suffer like his victims' families except for providing a perverse and more to the point temporary form of relief?  2:an individuals actions do not happen in a vacuum but in fact the exact opposite, the problem is there's too much information (life history) and not enough people to give enough of a shit to assess it in full 3: your ""real"" jails provide an earthly hell (yes, I know that is the point...) wherein the absolute worst of us (""us"" meaning all homo-sapien sapiens on the planet earth...) can reign supreme. If you think such is the case and are grateful for it know that the walls of such a prison do not fully contain the suffering incurred by its denizens (like someone leaving prison in worse shape than they entered intent on wreaking retribution upon the free world...). If you counter with, ""more life sentences""...project that proposition 50 years down the line and write me how their sorrow and anger (in all forms toward all things) could possibly be separated from our joy and excitement. 4: I fully agree that if the death penalty is to be taken seriously than we ought to dispense with half-measures and just get right down to business...the gun is in the mail k?...but seriously that's the beginning and end of the problem...let one who is without sin cast the blah blah blah...I suppose logically the victims' families should have first dibs.... My point (I put this at the end because I would have lost anyone had it been the first thing to read) is that the vile, disgusting, bile-spewing, soulless (whatever that means) sack of sentient meat (yes, I saw the season finale of True detective...) that committed those murders connected (in the absolute BROADEST sense of the word) with those children and their families in an appalling and horrific (though not the worst if you think about it, then keep thinking till you agree...) way. The ONLY F*&^KING WAY to have any hope of making it off this earth (screw climate change, I'm looking at the sun and time is running out...or building up if you like Saturn...) is dealing with everything that happened in the murderers life up until he committed to shooting up a school full of 7-8 year olds...whew...done...any thoughts or should I just go fuck myself?     "
"1251","I don't believe on the death penalty, simply because its the easy way out.  They should be forced to mandatory labor, just like everyone in prison.  Also, instead of killing them, I'm sure we could use human test subject for certain experiments, you don't think?  We can't bring back the lives that they took, but maybe we can use the killer's own lives to save millions in the future-- AIDS research, cancer, etc.  Call it morally inhumane, but once you take an innocent human life you loose part of your own humanity.  It is also morally inhumane that the taxes of the same families that lost a close one are paying for the offenders room and food at the federal prisons, It is just a thought."
"1252","""They deserve to ROT in jail!""

No, someone who shoots up a school full of 7 and 8 year olds deserves to be shot in the back of the head in front of their family. They don't deserve to continue getting free food and a free gym and a clean safe guarded facility. Russian jails are real jails. There should be no humanity in imprisonment, and especially none with the death penalty. Get rid of faulty lethal injections or gas chambers, just put a gun to the back of their head and get that piece of shit out of this world."
"1253","+pumpkineater23 you are totally ignorant about guns, criminals and the black market "
"1254","+pumpkineater23 dude are you illiterate? I just said that guns are not toys you dumbass and none of my comments have been answered you moron"
"1255","+Lee Gillaspie No they are not toys. They are toys though to a halfwit like yourself. Hence the childish thumbnail. As already mentioned.. your stupid comments have been answered many times before, you have chosen to ignore them. You're an incredibly selfish individual.   "
"1256","+pumpkineater23 he asked why there are never mass shootings at gun stores, because it would be suicidal for someone to even try to shoot people at a gun store. 

Criminals FEAR an armed society because they will get killed before they can kill anyone "
"1257","+pumpkineater23 talk about complete ignorance about guns. Guns are not toys you moron and it's impossible to make guns hard for criminals to own because they buy them illegally and on the black market. 

Guns are not toys you retard. 

Guns are part of America and the 2nd amendment was written so we have a last resort defense against tyrannical government. 

An unarmed population is easy to enslave and violent crime has decreased by 50% since 1991 while gun ownership went up. 

Marijuana is illegal yet it is easier than ever to get"
"1258","obviously you have never heard of the black market. Criminals don't register their guns so how would you take away their guns?"
"1259","SMH, you are an idiot, criminals buy guns illegally and 99.9999% of gun owners are law-abiding citizens and guns save millions of lives and prevent millions of crime's. In Switzerland everyone has guns and there is no shootings and no crime because it would be a very dangerous place if you are a criminal"
"1260","+Peter Geras Sir, you may think that, but I can say you are very wrong about how I think. You do not see MY mind. I see MY mind, and I think I am right. "
"1261","+slycooper2002 Kid, please keep your opinions to yourself, because you are clearly way too young to make any reasonable judgements. "
"1262","+rudiger891 do you realize how wrong that statement is? there are guns everywhere in the world. banning or taking away guns wont solve the problem because you can still get guns from elsewhere. There will always be a way to get guns. even making them yourself. If someone really wanted to murder others they will find a way anyway, you don't need a gun to kill a person. its not like you can magically make all guns or violence disappear from the world, that's impossible."
"1263","+John Russell I was about to say that, great quote. Adding more fire to an inferno will not put it out."
"1264","""An eye for an eye leaves the whole world blind"" Gandhi."
"1265","+Star Seeker They can try, but they will not have success."
"1266","+bambo wambo No, it's cos we don't have guns!"
"1267","+NewKidVidz I don't understand what their beef is if they don't have to live here.  "
"1268","You're an idiot Paul. You don't have the same level of gun crime because of the difference in population."
"1269","Im done explaining this......"
"1270","and the shooter at the military base.. Another radical islamist. How we continue to allow parasites into our country, for what? "
"1271","I guess you are just a self-defense hating moron,  guns save millions of lives every year and prevent millions of crimes"
"1272","+James Mortished
Most of the mass shootings involve mentally ill people who usually get firearms illegally and go to gun free zones to do the shooting.  The state I live in has very few gun laws and we don't have a lot of crime either.  Guns are maybe 1% of the problem in America, the economy, poverty, and and lack of good politicians are the bigger problems."
"1273","+Lee Gillaspie america still has gun crime AND gun massacres which the UK doesn't. That is the huge difference. We were smart and forward thinking enough to ban guns so they could only be accessible enough through the black market with gangsters. I don't get your point about stabbing though, there are stabbings everywhere "
"1274","+Paul Neave The online black market is only accessible with the Tor Browser "
"1275","+Paul Neave you obviously don't know anything about the black market because you really don't need any connections at all, all you need is the Tor Browser and some Bitcoins and with Tor Browser search hidden wiki, which has a list of most of the hidden black market websites where you can buy illegal drugs, guns, hire hitmen, and hire hackers "
"1276","+keveydaking exactly and homicides went up by 300% "
"1277","+piepiedog1 By the way, I am not saying that I don't feel bad for those people that died, I just feel like there are other major issues around the world where bombs are detonated every day. Sorry if I offended anyone, I am just stating my opinion."
"1278","I wouldn't say ""popular"" is the right word, but the reason it is so infamous is because around 3,000 people died, national security was increased substantially, and it incited a 10 year war. Slavery and hunger have been and will almost certainly continue to be major issues, but they aren't specific events and they are often too far away physically for it to always be at the front of people's mind, but that doesn't mean no one is doing anything about it. The purpose of this comment was to inform, not to attack, by the way, but be forewarned that the nature of your comment (spelling, grammar, apparent message, etc.) will likely cause others to attack it (and to be honest that would not be completely unwarranted)."
"1279","you are a fucking idiot. That kid was also mentally I'll and on anti-depressant drugs and those two things don't mix, anti-depressant drugs have side-effects such as thoughts of suicide and homicidal tendencies and mix that with someone that is mentally ill, improperly secured firearm and that is a mass shooting waiting to happen. FYI the gun wasn't even an assault rifle and the semi-automatic rifle was found in the trunk of his car and only handguns were used but how he carried so many bullets and magazines is a mystery and something isn't right since the school was demolished and all evidence of the shooting was destroyed"
"1280","+Lee Gillaspie
Yup, I carry in my state and conveniently the crime rate is low.  Not saying that law-abiding citizens carrying guns in this state has lowered crime, but the fact that more guns equals more crime isn't true."
"1281","+cheaterninja LMAO,  in areas where conceal carry is allowed there is almost no crime. look up guns save lives"
"1282","yeah thats the answer, fight fire with fire. good thing i dont live in america, wouldnt want to either"
"1283","yet the large majority would shit themselves and clam up in these situations"
